source_ip,destination_ip,source_port,destination_port,protocol,timestamp,packet_size,syn_flags,ack_flags,psh_flags,fin_flags,attack_label
42.80.39.35,220.179.33.100,14111,62253,Reserved,2024-11-16 01:44:43,561,1,1,1,1,BENIGN
62.98.138.156,36.206.29.196,53737,56217,Reserved,2024-11-16 01:44:44,990,0,1,0,1,FTP-Patator
23.114.2.183,139.200.15.57,56385,50011,TCP,2024-11-16 01:44:45,1462,1,1,1,0,DoS slowloris
170.191.209.238,45.121.207.227,51799,25711,Reserved,2024-11-16 01:44:46,1220,0,0,1,1,DoS slowloris
162.244.215.36,112.190.64.48,17943,40828,TCP,2024-11-16 01:44:47,919,1,1,1,1,SSH-Patator
199.245.43.166,110.99.141.4,1426,18467,Reserved,2024-11-16 01:44:48,785,1,0,0,1,DoS slowloris
93.175.102.203,169.233.228.245,8505,30218,TCP,2024-11-16 01:44:49,602,1,1,1,0,SSH-Patator
120.14.1.14,80.188.142.242,3259,15976,Reserved,2024-11-16 01:44:50,690,1,1,0,1,Infiltration
113.74.175.60,161.221.94.235,27977,60609,TCP,2024-11-16 01:44:51,862,1,0,0,1,DDoS
188.130.136.70,33.47.65.119,39479,17947,TCP,2024-11-16 01:44:52,1194,0,1,0,0,DoS Hulk
219.214.64.125,218.75.70.24,12412,44943,UDP,2024-11-16 01:44:53,461,0,1,1,0,DoS slowloris
208.105.27.163,20.30.25.43,20191,62291,Reserved,2024-11-16 01:44:54,1302,0,0,0,0,DoS Hulk
185.103.170.10,204.140.177.229,39715,15731,Reserved,2024-11-16 01:44:55,108,0,0,1,0,FTP-Patator
143.48.89.19,4.173.82.109,58636,45795,UDP,2024-11-16 01:44:56,1281,1,0,0,1,PortScan
170.20.31.97,133.10.201.91,29426,62937,TCP,2024-11-16 01:44:57,369,0,1,0,1,PortScan
179.147.157.116,206.242.134.69,48101,65249,Reserved,2024-11-16 01:44:58,204,0,0,0,0,SSH-Patator
162.159.146.123,40.155.155.203,3928,28919,UDP,2024-11-16 01:44:59,41,0,1,1,1,DoS slowloris
204.110.62.23,170.174.233.90,42009,27534,TCP,2024-11-16 01:45:00,1048,1,1,0,1,DoS slowloris
159.74.26.198,22.9.208.252,12272,19333,Reserved,2024-11-16 01:45:01,1354,0,0,1,1,DoS slowloris
139.229.217.131,170.5.27.172,1313,41051,Reserved,2024-11-16 01:45:02,117,0,1,1,0,DoS Slowhttptest
101.53.20.123,115.95.78.147,16905,2526,Reserved,2024-11-16 01:45:03,859,1,0,0,1,Heartbleed
101.181.96.241,213.175.119.16,38223,56237,UDP,2024-11-16 01:45:04,68,0,1,1,0,BENIGN
63.84.188.105,171.132.156.199,31826,7826,UDP,2024-11-16 01:45:05,1302,0,1,0,0,Heartbleed
166.163.218.112,69.118.31.63,7007,2406,TCP,2024-11-16 01:45:06,1283,1,1,1,1,BENIGN
164.228.186.43,170.85.130.8,38488,36875,TCP,2024-11-16 01:45:07,988,0,1,0,0,FTP-Patator
140.201.249.147,160.242.164.200,30255,15330,TCP,2024-11-16 01:45:08,1471,1,1,1,0,BENIGN
119.166.47.27,34.151.10.49,7430,3105,TCP,2024-11-16 01:45:09,191,1,0,0,1,DoS slowloris
220.73.232.200,178.97.55.120,36074,63136,TCP,2024-11-16 01:45:10,832,0,1,1,1,DoS slowloris
66.166.112.171,70.77.66.98,31865,40514,UDP,2024-11-16 01:45:11,744,1,1,0,1,Heartbleed
27.79.44.252,48.222.246.147,16652,48533,UDP,2024-11-16 01:45:12,720,1,0,0,0,DoS Slowhttptest
217.68.5.41,151.57.252.215,47330,26437,TCP,2024-11-16 01:45:13,1306,0,1,0,0,Heartbleed
149.141.234.221,68.203.247.158,25213,8550,TCP,2024-11-16 01:45:14,1295,0,0,0,0,SSH-Patator
170.20.31.97,91.254.124.151,6793,26004,TCP,2024-11-16 01:45:15,715,0,1,1,1,FTP-Patator
126.21.181.155,32.103.59.198,38638,58150,UDP,2024-11-16 01:45:16,638,0,0,0,0,DDoS
189.225.181.199,148.39.19.142,55482,4747,UDP,2024-11-16 01:45:17,1198,0,1,1,1,BENIGN
5.65.25.150,50.104.204.9,19152,4841,Reserved,2024-11-16 01:45:18,644,0,1,1,1,DoS GoldenEye
200.175.13.98,147.250.174.132,12244,60124,Reserved,2024-11-16 01:45:19,1123,0,1,0,0,SSH-Patator
213.225.132.148,148.143.134.137,29626,35716,UDP,2024-11-16 01:45:20,1187,1,0,0,1,DDoS
110.36.61.115,134.254.112.200,14313,12462,Reserved,2024-11-16 01:45:21,406,1,0,0,0,DoS Hulk
137.164.57.82,171.211.104.33,61092,2017,Reserved,2024-11-16 01:45:22,787,0,1,1,0,DoS GoldenEye
4.99.147.152,149.123.108.203,31638,16883,Reserved,2024-11-16 01:45:23,1138,1,0,1,0,DDoS
130.250.35.6,34.114.8.152,14986,62609,Reserved,2024-11-16 01:45:24,170,1,0,1,0,DoS slowloris
24.94.153.15,214.26.231.128,19327,6758,UDP,2024-11-16 01:45:25,1123,0,1,0,0,Heartbleed
204.58.177.24,33.35.45.126,59575,30593,UDP,2024-11-16 01:45:26,636,0,0,1,1,Heartbleed
43.12.147.131,56.27.211.56,26401,3047,TCP,2024-11-16 01:45:27,162,0,0,1,1,Heartbleed
106.64.23.198,112.225.18.172,57981,13603,TCP,2024-11-16 01:45:28,944,0,0,1,1,SSH-Patator
54.132.194.43,189.252.130.202,64419,3569,TCP,2024-11-16 01:45:29,1279,0,1,1,1,DDoS
214.64.72.23,117.197.243.0,45486,15851,UDP,2024-11-16 01:45:30,341,0,0,0,0,SSH-Patator
211.81.107.184,102.40.188.97,51067,2392,Reserved,2024-11-16 01:45:31,1102,1,1,1,1,DoS GoldenEye
163.61.146.75,84.245.190.49,46204,64503,TCP,2024-11-16 01:45:32,305,1,1,0,1,BENIGN
216.119.184.129,210.91.51.124,65391,28770,Reserved,2024-11-16 01:45:33,345,1,0,1,0,DoS GoldenEye
184.86.5.233,53.169.212.207,29495,29060,UDP,2024-11-16 01:45:34,645,1,1,1,1,Heartbleed
28.168.90.127,200.49.138.196,65275,52668,UDP,2024-11-16 01:45:35,753,0,1,1,1,FTP-Patator
19.68.83.30,219.91.38.138,29199,54115,UDP,2024-11-16 01:45:36,1386,0,1,0,1,SSH-Patator
118.190.178.255,152.241.238.199,22960,11411,Reserved,2024-11-16 01:45:37,74,1,1,0,1,BENIGN
18.118.113.16,9.1.139.239,1626,4895,UDP,2024-11-16 01:45:38,788,0,0,0,0,SSH-Patator
195.150.232.198,10.3.174.75,35253,52056,Reserved,2024-11-16 01:45:39,127,1,0,1,1,SSH-Patator
148.181.49.57,182.246.5.185,46901,65396,Reserved,2024-11-16 01:45:40,1432,0,1,0,0,Heartbleed
179.90.65.106,45.220.222.206,58370,53909,Reserved,2024-11-16 01:45:41,953,1,1,1,1,SSH-Patator
126.59.52.38,83.100.16.232,45161,36001,Reserved,2024-11-16 01:45:42,1453,1,0,1,1,PortScan
217.242.52.253,179.181.87.183,18099,57579,UDP,2024-11-16 01:45:43,825,1,0,0,1,DoS Hulk
2.126.75.236,57.180.215.77,23189,64038,TCP,2024-11-16 01:45:44,810,0,1,1,0,FTP-Patator
59.193.235.40,182.189.159.239,25126,45994,UDP,2024-11-16 01:45:45,574,0,1,1,0,DoS slowloris
100.211.50.73,130.95.77.192,15320,32402,UDP,2024-11-16 01:45:46,1320,1,0,1,0,FTP-Patator
93.139.16.205,43.250.55.253,4975,54092,UDP,2024-11-16 01:45:47,949,1,1,1,1,PortScan
3.250.91.125,17.2.96.206,58069,3069,TCP,2024-11-16 01:45:48,516,1,0,1,1,Heartbleed
192.110.90.62,138.197.142.197,23612,63080,Reserved,2024-11-16 01:45:49,810,0,1,0,1,DoS GoldenEye
141.206.120.130,19.189.178.50,48196,56621,Reserved,2024-11-16 01:45:50,1038,1,1,1,1,BENIGN
157.245.199.135,209.37.207.121,63408,59708,Reserved,2024-11-16 01:45:51,1347,1,1,1,1,BENIGN
146.186.124.177,28.90.22.100,23447,59834,Reserved,2024-11-16 01:45:52,787,0,0,1,1,DoS slowloris
50.153.209.178,86.143.67.17,21271,20818,Reserved,2024-11-16 01:45:53,532,1,1,1,1,DoS slowloris
23.145.181.174,135.203.69.205,3972,20928,TCP,2024-11-16 01:45:54,189,1,1,1,1,FTP-Patator
183.64.143.4,122.106.183.93,3938,3315,TCP,2024-11-16 01:45:55,1452,0,0,0,1,FTP-Patator
199.110.153.78,111.200.100.169,24843,42236,UDP,2024-11-16 01:45:56,1468,1,0,1,1,PortScan
137.56.135.214,76.250.178.231,41610,28708,UDP,2024-11-16 01:45:57,252,1,0,1,1,DoS Hulk
40.18.166.190,181.137.204.16,23977,3360,UDP,2024-11-16 01:45:58,807,1,1,0,1,DoS slowloris
212.112.50.188,50.238.164.232,2080,25724,TCP,2024-11-16 01:45:59,712,1,0,0,1,SSH-Patator
93.50.22.31,203.123.152.1,16176,52538,TCP,2024-11-16 01:46:00,520,0,1,0,1,DoS Slowhttptest
84.182.86.90,157.212.137.40,56105,12865,TCP,2024-11-16 01:46:01,971,0,1,1,1,DoS Slowhttptest
57.171.0.52,10.144.49.145,10382,23631,Reserved,2024-11-16 01:46:02,1350,1,1,0,0,FTP-Patator
48.250.78.113,95.245.147.55,43782,24456,UDP,2024-11-16 01:46:03,583,0,1,1,0,DoS slowloris
9.193.105.27,193.51.192.112,9212,53246,UDP,2024-11-16 01:46:04,1400,0,1,0,1,DoS Hulk
8.79.141.204,46.248.44.123,2401,14843,Reserved,2024-11-16 01:46:05,1423,1,1,1,0,DoS Slowhttptest
214.222.147.148,198.25.94.9,54692,34707,TCP,2024-11-16 01:46:06,1327,1,1,0,0,DDoS
83.140.224.4,221.188.7.96,18795,49243,UDP,2024-11-16 01:46:07,475,1,0,1,1,FTP-Patator
104.134.119.172,210.44.59.96,19935,17843,UDP,2024-11-16 01:46:08,665,0,1,0,1,SSH-Patator
154.14.13.125,170.111.143.27,33293,58160,TCP,2024-11-16 01:46:09,1003,0,1,1,0,DoS Slowhttptest
115.11.153.176,162.147.48.28,62778,32771,TCP,2024-11-16 01:46:10,443,1,0,1,1,DoS Slowhttptest
212.9.143.149,188.65.210.179,45830,16569,TCP,2024-11-16 01:46:11,1463,1,0,0,1,FTP-Patator
160.10.21.221,220.250.55.114,2640,20315,Reserved,2024-11-16 01:46:12,781,1,1,0,1,Infiltration
52.40.95.111,149.128.179.150,24327,28534,Reserved,2024-11-16 01:46:13,707,1,0,0,0,DoS GoldenEye
57.226.33.195,61.76.153.130,62061,9473,TCP,2024-11-16 01:46:14,794,0,1,1,1,DoS Hulk
18.253.90.141,204.248.44.6,2756,36906,UDP,2024-11-16 01:46:15,411,1,1,1,1,PortScan
4.9.52.224,113.69.77.58,56087,16365,Reserved,2024-11-16 01:46:16,801,0,1,0,1,DoS Slowhttptest
140.5.27.70,108.70.106.19,51787,48753,TCP,2024-11-16 01:46:17,1052,0,1,1,0,DDoS
23.168.252.28,140.209.58.25,35123,21554,UDP,2024-11-16 01:46:18,478,0,1,0,0,PortScan
193.123.4.216,67.253.191.34,21517,14037,UDP,2024-11-16 01:46:19,1261,1,1,0,0,DoS GoldenEye
178.244.211.29,63.235.5.128,34258,16198,TCP,2024-11-16 01:46:20,1290,0,1,0,0,Infiltration
124.118.82.147,125.54.245.123,27218,38698,Reserved,2024-11-16 01:46:21,1208,0,1,1,1,DoS Slowhttptest
222.76.160.121,153.160.30.217,62244,26966,TCP,2024-11-16 01:46:22,636,1,0,1,1,BENIGN
146.128.232.191,89.216.232.46,56694,11988,TCP,2024-11-16 01:46:23,1091,1,1,1,0,DDoS
20.111.36.46,96.139.232.6,5299,7054,UDP,2024-11-16 01:46:24,838,1,1,1,0,DoS Slowhttptest
32.10.55.178,198.139.199.202,5915,20913,TCP,2024-11-16 01:46:25,1234,1,0,0,0,DoS GoldenEye
210.206.207.17,140.126.33.59,20380,35528,UDP,2024-11-16 01:46:26,220,1,1,1,1,DDoS
42.163.242.30,191.53.181.138,38844,48743,TCP,2024-11-16 01:46:27,1247,1,1,0,0,Heartbleed
188.203.100.75,42.187.3.217,22152,55665,Reserved,2024-11-16 01:46:28,551,1,0,0,1,Infiltration
7.43.80.106,136.134.112.176,36232,56365,TCP,2024-11-16 01:46:29,519,0,1,1,0,BENIGN
82.59.64.138,181.242.5.112,15520,55799,Reserved,2024-11-16 01:46:30,556,1,0,0,0,DoS slowloris
116.109.83.237,167.220.106.242,57653,33216,TCP,2024-11-16 01:46:31,502,0,0,0,0,SSH-Patator
162.21.33.225,160.179.34.86,38898,7574,TCP,2024-11-16 01:46:32,1065,1,0,1,0,DoS Slowhttptest
174.150.234.105,129.59.196.92,43682,9174,UDP,2024-11-16 01:46:33,795,1,0,0,0,DoS Hulk
84.244.156.38,9.55.248.232,37025,50530,UDP,2024-11-16 01:46:34,114,1,1,0,1,BENIGN
126.72.163.226,210.121.103.189,44511,63859,UDP,2024-11-16 01:46:35,847,1,1,0,1,FTP-Patator
158.182.22.112,4.132.43.107,65478,61942,UDP,2024-11-16 01:46:36,972,0,0,1,0,DoS Hulk
171.77.164.175,10.204.35.117,8525,61412,UDP,2024-11-16 01:46:37,1185,0,0,1,0,BENIGN
177.230.19.94,219.88.43.217,50729,51702,UDP,2024-11-16 01:46:38,422,1,1,1,1,FTP-Patator
189.254.240.125,106.2.88.197,51069,3227,UDP,2024-11-16 01:46:39,1297,1,0,0,1,DoS Hulk
87.219.164.77,110.32.5.57,2041,12701,UDP,2024-11-16 01:46:40,704,1,1,1,1,DDoS
195.123.253.40,48.136.163.172,7739,50416,Reserved,2024-11-16 01:46:41,1438,1,1,1,1,FTP-Patator
137.164.57.82,83.56.79.213,18263,3562,TCP,2024-11-16 01:46:42,462,0,0,0,0,Heartbleed
175.162.61.166,187.117.144.183,25641,54764,Reserved,2024-11-16 01:46:43,235,1,1,1,1,PortScan
63.71.243.183,45.152.225.254,54375,6771,TCP,2024-11-16 01:46:44,637,0,1,1,1,DoS slowloris
57.108.140.241,76.137.220.160,65241,18535,TCP,2024-11-16 01:46:45,235,0,0,1,0,DDoS
3.138.17.80,47.155.110.110,36632,3859,Reserved,2024-11-16 01:46:46,48,0,0,1,1,DoS slowloris
84.121.234.11,216.183.70.160,48135,44175,Reserved,2024-11-16 01:46:47,366,0,0,0,1,DoS Slowhttptest
3.44.166.154,167.217.83.76,18983,38579,TCP,2024-11-16 01:46:48,1091,1,1,1,0,FTP-Patator
172.165.199.186,115.224.91.247,27951,43051,UDP,2024-11-16 01:46:49,1297,0,1,0,0,Heartbleed
134.41.231.212,133.204.145.37,14377,23738,UDP,2024-11-16 01:46:50,1412,0,1,1,1,Infiltration
55.235.40.184,201.25.199.45,1517,15244,UDP,2024-11-16 01:46:51,206,0,0,0,1,DDoS
91.188.254.56,160.165.17.167,8349,59823,Reserved,2024-11-16 01:46:52,362,1,0,0,1,Heartbleed
86.11.157.199,88.223.229.32,39922,14344,Reserved,2024-11-16 01:46:53,1046,0,0,1,0,BENIGN
154.165.150.106,163.48.124.146,16391,40916,TCP,2024-11-16 01:46:54,514,1,0,1,1,Infiltration
184.96.179.79,141.219.19.187,55397,28983,Reserved,2024-11-16 01:46:55,587,1,1,0,1,DoS Slowhttptest
173.177.112.1,112.158.99.159,50667,17555,TCP,2024-11-16 01:46:56,1177,1,1,1,1,PortScan
18.246.150.61,36.198.121.92,44444,54468,Reserved,2024-11-16 01:46:57,1118,0,0,0,0,DoS slowloris
151.246.153.117,103.213.112.153,58063,59821,TCP,2024-11-16 01:46:58,1437,1,1,0,0,BENIGN
73.125.127.39,21.61.253.101,33453,17143,UDP,2024-11-16 01:46:59,86,0,0,1,1,FTP-Patator
205.67.22.26,101.31.56.9,65222,11857,Reserved,2024-11-16 01:47:00,1025,0,1,1,1,DoS Slowhttptest
47.226.180.162,23.15.20.202,54454,4834,Reserved,2024-11-16 01:47:01,663,0,1,0,0,Infiltration
26.71.32.159,182.218.243.67,48005,56026,UDP,2024-11-16 01:47:02,653,1,1,0,0,DoS GoldenEye
150.208.231.53,12.228.106.83,36583,53593,TCP,2024-11-16 01:47:03,186,1,0,0,1,SSH-Patator
165.129.242.198,182.4.126.67,31611,32780,Reserved,2024-11-16 01:47:04,364,0,1,1,1,BENIGN
82.29.194.15,68.173.203.214,63473,20599,Reserved,2024-11-16 01:47:05,644,1,0,0,1,BENIGN
99.51.255.72,82.65.168.179,7962,51629,TCP,2024-11-16 01:47:06,334,0,0,0,1,DDoS
29.142.243.165,89.18.41.139,4717,50641,TCP,2024-11-16 01:47:07,791,1,1,0,0,DDoS
181.146.219.142,11.140.74.20,37467,44344,TCP,2024-11-16 01:47:08,581,0,0,1,0,BENIGN
64.121.66.128,5.107.23.67,25815,34078,Reserved,2024-11-16 01:47:09,508,1,0,0,0,Heartbleed
5.21.22.76,130.9.191.248,42464,9125,UDP,2024-11-16 01:47:10,288,1,1,0,1,DoS GoldenEye
208.206.162.119,100.160.67.91,42477,17428,UDP,2024-11-16 01:47:11,198,0,0,0,1,FTP-Patator
61.7.135.81,128.168.143.199,11426,25473,Reserved,2024-11-16 01:47:12,1151,0,0,0,0,DoS Hulk
198.107.125.113,141.208.219.85,29794,52938,UDP,2024-11-16 01:47:13,69,1,0,1,1,PortScan
186.133.5.214,46.235.55.227,26778,47746,TCP,2024-11-16 01:47:14,765,1,0,1,1,FTP-Patator
95.63.237.244,114.166.91.104,21903,7463,TCP,2024-11-16 01:47:15,156,0,0,1,0,Infiltration
68.26.32.106,195.172.113.108,8321,1858,UDP,2024-11-16 01:47:16,488,0,0,0,0,PortScan
5.194.255.6,19.253.232.252,52117,15003,TCP,2024-11-16 01:47:17,872,0,1,1,1,FTP-Patator
134.22.36.129,115.21.243.200,1318,45086,Reserved,2024-11-16 01:47:18,1137,0,0,0,0,Heartbleed
223.248.12.95,175.231.90.244,64671,64572,Reserved,2024-11-16 01:47:19,554,1,1,1,0,SSH-Patator
202.184.147.199,93.151.216.32,17780,18284,UDP,2024-11-16 01:47:20,502,0,1,0,0,DoS GoldenEye
100.229.99.247,80.133.117.137,65076,35091,TCP,2024-11-16 01:47:21,1255,1,1,1,1,DoS slowloris
30.158.112.176,178.193.133.172,48256,4869,TCP,2024-11-16 01:47:22,801,1,0,0,0,Heartbleed
213.161.103.133,33.219.106.118,52687,48605,Reserved,2024-11-16 01:47:23,363,1,0,0,0,Heartbleed
161.166.75.185,128.0.100.50,62432,60774,TCP,2024-11-16 01:47:24,1267,1,1,1,1,PortScan
9.45.235.237,2.49.150.71,27877,21116,Reserved,2024-11-16 01:47:25,157,0,0,0,0,DoS GoldenEye
147.121.247.168,179.163.144.119,47960,36734,TCP,2024-11-16 01:47:26,606,1,0,0,1,DoS slowloris
17.233.184.234,185.13.242.149,2237,44110,TCP,2024-11-16 01:47:27,1498,1,1,1,0,DoS slowloris
53.168.188.253,35.168.197.199,38686,22053,UDP,2024-11-16 01:47:28,1038,1,0,1,0,Infiltration
5.247.228.141,63.196.137.131,60499,46071,Reserved,2024-11-16 01:47:29,279,0,0,1,0,SSH-Patator
166.29.154.86,73.56.4.60,11014,59239,UDP,2024-11-16 01:47:30,1359,0,1,1,1,Infiltration
131.172.171.169,56.78.74.243,5496,25942,TCP,2024-11-16 01:47:31,1157,1,1,1,0,Heartbleed
162.81.106.231,106.247.155.4,32305,30228,Reserved,2024-11-16 01:47:32,983,1,1,0,0,DoS Slowhttptest
207.198.60.105,203.204.193.48,30032,24525,Reserved,2024-11-16 01:47:33,1264,1,1,0,1,SSH-Patator
69.100.118.62,122.13.8.152,46687,40491,Reserved,2024-11-16 01:47:34,1303,0,0,0,0,Infiltration
20.221.79.150,63.123.227.40,57227,15670,TCP,2024-11-16 01:47:35,1457,0,0,0,1,FTP-Patator
152.254.162.141,104.37.230.120,3875,24846,TCP,2024-11-16 01:47:36,815,0,1,0,0,DDoS
77.87.93.87,102.171.184.19,49225,48795,Reserved,2024-11-16 01:47:37,919,0,1,0,0,PortScan
138.165.138.134,188.24.209.107,55375,47178,UDP,2024-11-16 01:47:38,419,0,1,0,1,FTP-Patator
129.31.22.190,58.30.185.109,48741,37326,Reserved,2024-11-16 01:47:39,1382,0,1,1,0,DoS slowloris
223.154.3.79,62.214.115.176,25444,58322,Reserved,2024-11-16 01:47:40,318,1,0,0,0,SSH-Patator
17.220.144.181,16.77.205.56,35674,65075,Reserved,2024-11-16 01:47:41,934,1,0,0,1,Heartbleed
157.74.67.205,12.105.184.113,22239,3465,TCP,2024-11-16 01:47:42,138,1,0,1,1,DoS slowloris
209.101.231.216,174.106.155.36,17744,45724,UDP,2024-11-16 01:47:43,197,1,0,1,1,SSH-Patator
204.64.6.89,61.188.114.152,21589,16849,Reserved,2024-11-16 01:47:44,1135,0,1,0,0,PortScan
141.254.220.163,33.34.193.43,26894,41823,TCP,2024-11-16 01:47:45,1218,0,0,0,1,DoS GoldenEye
156.8.116.2,179.107.142.114,36062,29216,Reserved,2024-11-16 01:47:46,886,0,1,0,0,SSH-Patator
22.16.249.162,85.11.87.156,27490,44353,TCP,2024-11-16 01:47:47,956,0,1,1,1,Heartbleed
115.166.152.68,26.12.184.235,7109,22057,TCP,2024-11-16 01:47:48,1288,1,1,0,1,DoS Hulk
209.137.115.230,128.173.109.107,23553,36887,TCP,2024-11-16 01:47:49,129,1,1,1,0,DoS slowloris
195.169.88.185,6.100.79.148,15525,17948,Reserved,2024-11-16 01:47:50,570,1,0,1,1,SSH-Patator
123.41.95.125,30.231.32.246,50528,55472,TCP,2024-11-16 01:47:51,148,1,0,1,0,SSH-Patator
65.0.111.185,189.30.232.171,50687,55261,TCP,2024-11-16 01:47:52,107,1,0,1,1,Infiltration
135.214.164.247,175.119.77.158,61723,50369,TCP,2024-11-16 01:47:53,863,1,0,0,1,DoS Slowhttptest
25.39.146.130,23.161.221.142,23221,4665,TCP,2024-11-16 01:47:54,1050,0,1,1,1,FTP-Patator
143.167.169.43,89.228.191.45,22632,53894,UDP,2024-11-16 01:47:55,154,0,1,0,1,BENIGN
3.87.212.102,63.186.33.163,12588,47333,UDP,2024-11-16 01:47:56,970,0,1,1,1,Heartbleed
93.145.237.68,155.181.64.55,44482,62516,Reserved,2024-11-16 01:47:57,1322,0,0,0,1,PortScan
181.249.46.220,173.11.158.93,1222,33267,TCP,2024-11-16 01:47:58,170,0,0,1,0,DoS Slowhttptest
143.40.65.5,169.62.186.130,36117,47649,TCP,2024-11-16 01:47:59,1196,0,1,1,0,SSH-Patator
147.237.231.20,119.173.57.74,35202,20740,TCP,2024-11-16 01:48:00,734,0,1,1,1,DoS Slowhttptest
134.26.21.230,82.122.84.91,17539,25453,UDP,2024-11-16 01:48:01,776,0,0,0,1,BENIGN
196.25.144.45,140.7.117.43,64050,59155,TCP,2024-11-16 01:48:02,526,1,1,0,1,DoS slowloris
6.56.119.141,115.223.85.78,1943,13941,Reserved,2024-11-16 01:48:03,629,1,1,0,0,Infiltration
160.22.75.73,11.178.219.53,4676,62460,UDP,2024-11-16 01:48:04,642,0,0,1,0,FTP-Patator
16.199.32.127,218.105.139.1,54641,16733,TCP,2024-11-16 01:48:05,477,0,0,0,1,FTP-Patator
157.113.42.101,189.48.8.206,26546,46530,Reserved,2024-11-16 01:48:06,100,1,1,0,1,FTP-Patator
110.75.255.109,72.19.139.175,22735,13005,UDP,2024-11-16 01:48:07,410,1,1,1,1,Heartbleed
70.145.232.1,185.104.86.235,62296,19698,TCP,2024-11-16 01:48:08,779,1,1,0,0,BENIGN
116.233.5.91,179.31.223.162,3024,29203,UDP,2024-11-16 01:48:09,701,0,0,0,1,DDoS
116.141.137.38,33.209.57.143,43833,44249,UDP,2024-11-16 01:48:10,1344,0,1,1,1,DoS slowloris
150.16.245.43,47.186.166.39,4619,4646,UDP,2024-11-16 01:48:11,1171,0,0,0,0,DDoS
192.163.166.7,50.246.37.76,56435,12818,TCP,2024-11-16 01:48:12,184,1,1,0,0,Infiltration
80.168.225.29,88.219.199.223,27371,14674,TCP,2024-11-16 01:48:13,609,1,1,1,0,BENIGN
93.43.46.189,27.242.37.136,59419,21291,TCP,2024-11-16 01:48:14,1087,1,0,0,0,DoS GoldenEye
5.50.17.233,175.40.14.82,43775,18610,UDP,2024-11-16 01:48:15,580,0,1,0,0,Heartbleed
70.18.147.195,134.192.241.37,40937,59898,Reserved,2024-11-16 01:48:16,101,1,0,1,1,Heartbleed
20.166.141.88,180.167.89.146,22922,30148,Reserved,2024-11-16 01:48:17,1012,1,1,1,0,DoS Slowhttptest
148.228.11.112,168.143.191.135,8497,25634,UDP,2024-11-16 01:48:18,938,0,1,1,0,DoS GoldenEye
143.153.133.145,171.38.183.253,14524,12419,Reserved,2024-11-16 01:48:19,105,1,1,0,1,DoS Slowhttptest
117.68.113.135,20.245.128.62,26095,35068,UDP,2024-11-16 01:48:20,612,1,0,1,0,SSH-Patator
54.197.191.168,134.104.230.224,9780,46006,UDP,2024-11-16 01:48:21,1038,1,0,0,1,PortScan
164.106.2.132,180.59.171.111,28793,24364,UDP,2024-11-16 01:48:22,925,1,0,0,1,DoS GoldenEye
115.37.118.178,168.142.255.176,25051,2843,UDP,2024-11-16 01:48:23,384,0,1,0,0,DoS slowloris
62.190.213.124,107.244.224.247,42550,23565,Reserved,2024-11-16 01:48:24,319,1,0,0,0,BENIGN
5.51.221.131,155.164.84.193,14057,35530,UDP,2024-11-16 01:48:25,653,0,1,1,1,DoS slowloris
16.154.253.105,199.213.57.209,10091,7326,TCP,2024-11-16 01:48:26,1332,0,0,0,0,PortScan
128.221.146.63,157.81.176.82,50185,11888,UDP,2024-11-16 01:48:27,493,1,1,1,1,DoS Slowhttptest
191.108.188.69,2.160.117.205,50023,38220,UDP,2024-11-16 01:48:28,1238,1,1,1,0,BENIGN
15.152.203.75,104.85.44.130,43683,30803,UDP,2024-11-16 01:48:29,484,1,0,0,0,BENIGN
179.33.32.37,124.246.29.122,23311,40795,Reserved,2024-11-16 01:48:30,1463,1,0,1,1,DDoS
8.27.210.51,152.11.239.255,56596,57533,UDP,2024-11-16 01:48:31,1228,0,0,0,0,DoS GoldenEye
146.94.138.60,84.149.114.68,64264,61538,UDP,2024-11-16 01:48:32,207,1,1,0,0,Infiltration
27.111.33.87,117.179.35.1,3023,47447,UDP,2024-11-16 01:48:33,226,0,0,0,0,SSH-Patator
98.245.79.19,222.203.29.9,56360,60934,UDP,2024-11-16 01:48:34,1133,0,0,1,1,Heartbleed
91.114.150.86,158.231.195.208,50342,2756,Reserved,2024-11-16 01:48:35,408,0,0,1,0,FTP-Patator
11.53.180.180,136.86.26.164,62842,12142,Reserved,2024-11-16 01:48:36,397,1,1,1,1,DoS GoldenEye
37.101.23.60,147.146.130.211,53532,42516,UDP,2024-11-16 01:48:37,460,0,0,0,0,DoS Hulk
144.221.225.69,96.191.176.238,29300,58208,TCP,2024-11-16 01:48:38,1123,1,1,0,0,DoS slowloris
156.37.153.113,81.8.43.238,17318,37083,Reserved,2024-11-16 01:48:39,409,0,0,1,0,BENIGN
128.164.81.10,217.217.142.196,16141,10290,UDP,2024-11-16 01:48:40,94,0,0,0,1,Infiltration
111.157.198.154,209.253.78.220,39424,56561,TCP,2024-11-16 01:48:41,553,0,0,1,1,FTP-Patator
29.9.54.125,181.103.186.131,33841,61390,TCP,2024-11-16 01:48:42,413,0,0,1,0,DDoS
66.242.97.26,125.84.97.106,60506,58012,UDP,2024-11-16 01:48:43,1016,0,1,1,0,BENIGN
75.4.188.117,125.113.128.139,14038,9343,TCP,2024-11-16 01:48:44,233,0,1,1,1,PortScan
43.149.59.183,133.162.212.99,45168,35950,TCP,2024-11-16 01:48:45,262,1,0,0,0,BENIGN
