"source_ip","protocol_name","total_packet_forwarded"
"34.253.49.41",TCP,38.0
"54.192.36.252",TCP,38.0
"34.199.126.166",TCP,38.0
"121.254.151.28",TCP,38.0
"129.146.12.100",TCP,38.0
"104.16.22.35",TCP,38.0
"185.165.123.54",TCP,38.0
"52.41.230.224",TCP,38.0
"13.68.101.62",TCP,38.0
"52.84.141.248",TCP,38.0
"208.93.70.54",TCP,38.0
"209.48.71.115",TCP,38.0
"104.76.109.46",TCP,38.0
"54.192.37.121",TCP,38.0
"54.192.37.167",TCP,38.0
"195.209.111.4",TCP,38.0
"104.88.83.152",TCP,38.0
"202.221.6.246",TCP,38.0
"192.229.173.118",TCP,38.0
"66.235.139.207",TCP,38.0
"52.84.143.130",TCP,37.0
"74.122.189.133",TCP,37.0
"52.84.145.123",TCP,37.0
"172.224.8.45",TCP,37.0
"23.194.140.159",TCP,37.0
"52.84.28.112",TCP,37.0
"54.81.194.174",TCP,37.0
"153.149.96.48",TCP,37.0
"199.83.128.108",TCP,37.0
"54.192.37.181",TCP,37.0
"2.16.21.183",TCP,37.0
"200.147.41.233",TCP,37.0
"23.203.78.38",TCP,37.0
"64.12.235.115",TCP,37.0
"52.84.3.207",TCP,37.0
"88.212.201.193",TCP,37.0
"54.192.48.156",TCP,37.0
"34.192.59.112",TCP,37.0
"46.45.154.110",TCP,37.0
"192.225.158.44",TCP,37.0
"66.235.155.40",TCP,37.0
"52.3.127.200",TCP,37.0
"52.69.143.104",TCP,37.0
"89.255.249.54",TCP,37.0
"91.99.101.242",TCP,37.0
"23.194.109.153",TCP,37.0
"54.201.188.11",TCP,37.0
"88.198.33.82",TCP,37.0
"199.16.156.120",TCP,37.0
"8.43.72.57",TCP,37.0
"52.205.153.11",TCP,37.0
"66.235.139.19",TCP,37.0
"54.71.1.254",TCP,37.0
"185.22.116.41",TCP,37.0
"34.199.239.28",TCP,37.0
"104.24.247.16",TCP,37.0
"195.216.249.89",TCP,37.0
"34.192.121.38",TCP,37.0
"104.16.205.165",TCP,37.0
"54.152.47.87",TCP,37.0
"104.16.206.165",TCP,37.0
"146.88.138.76",TCP,37.0
"23.194.109.170",TCP,37.0
"54.76.70.15",TCP,37.0
"52.20.8.16",TCP,37.0
"209.85.232.157",TCP,37.0
"74.119.119.78",TCP,37.0
"96.16.161.233",TCP,37.0
"23.192.60.20",TCP,37.0
"162.248.185.53",TCP,37.0
"54.192.36.243",TCP,37.0
"66.102.255.44",TCP,36.0
"23.194.182.50",TCP,36.0
"69.147.64.34",TCP,36.0
"176.32.96.142",TCP,36.0
"23.46.21.40",TCP,36.0
"184.84.243.225",TCP,36.0
"52.6.156.89",TCP,36.0
"54.192.36.26",TCP,36.0
"54.164.231.63",TCP,36.0
"210.14.132.70",TCP,36.0
"172.217.11.41",TCP,36.0
"204.13.194.242",TCP,36.0
"104.20.114.18",TCP,36.0
"176.32.96.208",TCP,36.0
"104.97.67.175",TCP,36.0
"151.101.21.181",TCP,36.0
"137.200.4.16",TCP,36.0
"208.111.178.163",TCP,36.0
"34.196.254.146",TCP,36.0
"52.84.143.155",TCP,36.0
"151.101.44.65",TCP,36.0
"151.101.64.175",TCP,36.0
"104.88.95.130",TCP,36.0
"216.58.217.174",TCP,36.0
"52.84.145.198",TCP,36.0
"210.160.193.189",TCP,36.0
"104.244.46.103",TCP,36.0
"217.163.91.193",TCP,36.0
"162.125.4.1",TCP,36.0
"23.33.115.223",TCP,36.0
"34.224.245.1",TCP,36.0
"104.88.43.60",TCP,36.0
"192.99.233.197",TCP,36.0
"52.26.221.216",TCP,36.0
"72.21.91.43",TCP,36.0
"23.208.98.138",TCP,36.0
"185.59.223.18",TCP,36.0
"68.67.154.62",TCP,36.0
"98.139.199.205",TCP,36.0
"184.50.238.170",TCP,36.0
"69.43.132.198",TCP,36.0
"192.229.163.122",TCP,36.0
"54.192.37.123",TCP,36.0
"23.196.170.62",TCP,36.0
"52.84.3.72",TCP,36.0
"23.197.43.27",TCP,36.0
"117.121.33.65",TCP,36.0
"86.109.250.113",TCP,36.0
"23.194.142.79",TCP,36.0
"23.208.217.194",TCP,36.0
"34.226.151.189",TCP,36.0
"101.69.185.254",TCP,36.0
"23.217.49.44",TCP,36.0
"52.40.81.184",TCP,36.0
"54.85.200.243",TCP,36.0
"52.203.95.194",TCP,36.0
"151.101.20.188",TCP,36.0
"104.106.249.194",TCP,36.0
"23.208.102.106",TCP,36.0
"23.199.204.30",TCP,36.0
"217.163.91.197",TCP,36.0
"104.27.33.64",TCP,36.0
"52.39.237.157",TCP,36.0
"52.84.141.147",TCP,36.0
"104.97.68.49",TCP,36.0
"160.68.205.252",TCP,36.0
"52.40.155.133",TCP,36.0
"104.31.0.178",TCP,36.0
"23.208.164.249",TCP,36.0
"172.217.16.164",TCP,36.0
"104.97.97.93",TCP,36.0
"151.101.66.109",TCP,36.0
"106.11.129.144",TCP,36.0
"23.21.56.145",TCP,36.0
"66.211.179.158",TCP,36.0
"104.88.53.109",TCP,36.0
"209.85.144.157",TCP,36.0
"59.106.216.193",TCP,36.0
"52.25.255.160",TCP,36.0
"54.192.37.35",TCP,36.0
"104.16.40.35",TCP,36.0
"63.144.176.48",TCP,36.0
"87.106.20.27",TCP,36.0
"52.68.111.125",TCP,36.0
"46.229.145.47",TCP,36.0
"182.253.240.17",TCP,36.0
"66.235.128.24",TCP,36.0
"52.37.48.84",TCP,36.0
"174.129.208.196",TCP,35.0
"104.20.182.9",TCP,35.0
"54.152.215.30",TCP,35.0
"104.97.125.111",TCP,35.0
"107.178.243.170",TCP,35.0
"54.228.201.20",TCP,35.0
"122.225.34.236",TCP,35.0
"157.240.0.22",TCP,35.0
"52.203.183.164",TCP,35.0
"23.192.42.252",TCP,35.0
"23.194.140.95",TCP,35.0
"31.13.73.7",TCP,35.0
"5.135.121.144",TCP,35.0
"52.84.145.138",TCP,35.0
"172.217.11.9",TCP,35.0
"184.73.198.237",TCP,35.0
"54.69.246.94",TCP,35.0
"54.86.41.28",TCP,35.0
"52.6.24.26",TCP,35.0
"52.197.112.110",TCP,35.0
"34.197.153.163",TCP,35.0
"63.140.59.231",TCP,35.0
"54.192.37.250",TCP,35.0
"149.202.208.200",TCP,35.0
"52.202.139.31",TCP,35.0
"52.22.1.35",TCP,35.0
"151.101.193.108",TCP,35.0
"52.68.186.180",TCP,35.0
"54.213.237.131",TCP,35.0
"172.217.10.40",TCP,35.0
"63.140.35.160",TCP,35.0
"66.235.138.194",TCP,35.0
"54.192.37.118",TCP,35.0
"216.58.217.99",TCP,35.0
"23.194.141.17",TCP,35.0
"199.187.116.91",TCP,35.0
"209.48.71.138",TCP,35.0
"98.139.225.168",TCP,35.0
"34.192.94.222",TCP,35.0
"184.84.243.216",TCP,35.0
"54.183.83.241",TCP,35.0
"192.0.72.20",TCP,35.0
"87.242.88.126",TCP,35.0
"46.183.150.153",TCP,35.0
"34.202.180.186",TCP,35.0
"38.106.10.132",TCP,35.0
"34.198.210.245",TCP,35.0
"52.84.28.145",TCP,35.0
"192.99.233.195",TCP,35.0
"52.84.145.125",TCP,35.0
"72.5.205.39",TCP,35.0
"152.195.32.39",TCP,35.0
"52.211.109.212",TCP,35.0
"54.230.38.77",TCP,35.0
"116.55.241.185",TCP,35.0
"23.194.141.229",TCP,35.0
"52.203.166.101",TCP,34.0
"23.111.8.148",TCP,34.0
"108.168.174.48",TCP,34.0
"52.84.140.85",TCP,34.0
"185.22.116.27",TCP,34.0
"185.11.128.205",TCP,34.0
"35.160.180.157",TCP,34.0
"52.5.250.84",TCP,34.0
"31.172.81.160",TCP,34.0
"74.217.63.39",TCP,34.0
"104.88.26.71",TCP,34.0
"52.84.145.93",TCP,34.0
"192.229.211.36",TCP,34.0
"104.17.29.15",TCP,34.0
"135.84.52.6",TCP,34.0
"192.0.72.28",TCP,34.0
"52.84.28.7",TCP,34.0
"69.4.95.11",TCP,34.0
"37.29.104.14",TCP,34.0
"52.84.143.197",TCP,34.0
"38.65.9.50",TCP,34.0
"52.84.143.243",TCP,34.0
"63.144.176.88",TCP,34.0
"34.200.204.125",TCP,34.0
"104.97.87.187",TCP,34.0
"38.71.5.31",TCP,34.0
"173.231.178.117",TCP,34.0
"66.235.139.18",TCP,34.0
"66.235.144.153",TCP,34.0
"23.21.84.138",TCP,34.0
"23.203.93.84",TCP,34.0
"174.35.73.139",TCP,34.0
"93.184.216.116",TCP,34.0
"23.99.131.77",TCP,34.0
"52.8.227.74",TCP,34.0
"104.90.89.241",TCP,34.0
"206.126.112.150",TCP,34.0
"52.84.134.158",TCP,34.0
"54.175.30.26",TCP,34.0
"122.225.34.188",TCP,34.0
"54.213.212.205",TCP,34.0
"203.12.21.50",TCP,34.0
"54.158.61.48",TCP,34.0
"98.158.106.130",TCP,34.0
"157.240.3.7",TCP,34.0
"69.192.23.93",TCP,34.0
"117.27.230.82",TCP,34.0
"151.101.192.230",TCP,34.0
"161.170.238.122",TCP,34.0
"52.207.199.11",TCP,34.0
"72.5.205.51",TCP,34.0
"52.72.224.145",TCP,34.0
"103.235.46.39",TCP,34.0
"138.201.227.192",TCP,34.0
"104.97.128.248",TCP,34.0
"52.84.28.113",TCP,34.0
"35.166.31.108",TCP,34.0
"198.54.12.139",TCP,34.0
"129.146.13.97",TCP,34.0
"162.208.117.11",TCP,34.0
"52.84.143.187",TCP,34.0
"151.101.0.67",TCP,34.0
"172.217.9.237",TCP,34.0
"54.192.37.73",TCP,34.0
"185.49.132.129",TCP,34.0
"151.101.44.70",TCP,34.0
"38.69.238.107",TCP,34.0
"54.165.15.74",TCP,34.0
"23.194.109.195",TCP,34.0
"52.36.207.192",TCP,34.0
"52.84.40.197",TCP,34.0
"98.139.199.204",TCP,34.0
"34.192.141.252",TCP,34.0
"52.0.224.96",TCP,34.0
"195.60.188.38",TCP,34.0
"52.84.145.28",TCP,34.0
"200.228.16.151",TCP,34.0
"23.21.222.6",TCP,34.0
"151.101.65.49",TCP,34.0
"23.21.90.177",TCP,34.0
"104.25.132.104",TCP,34.0
"104.16.68.157",TCP,34.0
"52.87.30.187",TCP,34.0
"151.101.116.134",TCP,33.0
"52.167.223.46",TCP,33.0
"151.101.20.124",TCP,33.0
"52.6.166.140",TCP,33.0
"54.192.37.165",TCP,33.0
"204.236.135.247",TCP,33.0
"52.55.152.195",TCP,33.0
"121.14.255.83",TCP,33.0
"216.58.219.233",TCP,33.0
"74.121.142.169",TCP,33.0
"54.192.37.80",TCP,33.0
"104.88.46.173",TCP,33.0
"52.4.1.113",TCP,33.0
"23.63.226.51",TCP,33.0
"23.23.243.116",TCP,33.0
"52.206.230.0",TCP,33.0
"52.205.79.28",TCP,33.0
"52.84.145.162",TCP,33.0
"104.196.50.110",TCP,33.0
"34.200.154.97",TCP,33.0
"23.194.109.235",TCP,33.0
"54.81.28.54",TCP,33.0
"23.21.181.72",TCP,33.0
"195.20.250.231",TCP,33.0
"52.26.195.87",TCP,33.0
"200.221.7.94",TCP,33.0
"142.0.160.50",TCP,33.0
"23.208.89.197",TCP,33.0
"121.14.255.84",TCP,33.0
"34.205.210.59",TCP,33.0
"152.90.94.9",TCP,33.0
"104.16.87.26",TCP,33.0
"130.211.5.60",TCP,33.0
"104.16.99.29",TCP,33.0
"72.5.205.28",TCP,33.0
"208.89.12.91",TCP,33.0
"54.230.51.93",TCP,33.0
"54.192.37.4",TCP,33.0
"23.208.101.61",TCP,33.0
"66.135.202.233",TCP,33.0
"104.97.71.91",TCP,33.0
"104.20.86.184",TCP,33.0
"54.243.245.103",TCP,33.0
"211.34.104.247",TCP,33.0
"37.187.168.211",TCP,33.0
"69.192.29.108",TCP,33.0
"151.101.20.222",TCP,33.0
"72.5.205.27",TCP,33.0
"52.212.69.233",TCP,33.0
"54.64.179.218",TCP,33.0
"54.192.36.14",TCP,33.0
"52.84.145.84",TCP,33.0
"104.79.147.94",TCP,33.0
"64.30.224.172",TCP,33.0
"52.84.40.173",TCP,33.0
"66.235.128.102",TCP,33.0
"66.235.139.205",TCP,33.0
"34.202.105.91",TCP,33.0
"107.6.114.209",TCP,33.0
"68.67.178.184",TCP,33.0
"52.84.140.31",TCP,32.0
"52.7.160.203",TCP,32.0
"172.217.12.211",TCP,32.0
"52.86.204.9",TCP,32.0
"104.88.95.176",TCP,32.0
"52.72.181.178",TCP,32.0
"54.153.94.27",TCP,32.0
"23.53.112.42",TCP,32.0
"72.21.91.188",TCP,32.0
"104.88.70.219",TCP,32.0
"104.88.32.234",TCP,32.0
"104.16.143.239",TCP,32.0
"52.197.80.69",TCP,32.0
"216.200.232.14",TCP,32.0
"172.217.19.195",TCP,32.0
"104.20.58.245",TCP,32.0
"151.101.209.128",TCP,32.0
"31.13.71.14",TCP,32.0
"199.244.51.60",TCP,32.0
"199.16.156.241",TCP,32.0
"54.192.36.137",TCP,32.0
"104.24.10.90",TCP,32.0
"52.84.145.241",TCP,32.0
"52.84.3.224",TCP,32.0
"103.203.138.103",TCP,32.0
"64.95.32.63",TCP,32.0
"23.208.153.79",TCP,32.0
"213.180.193.101",TCP,32.0
"23.194.140.69",TCP,32.0
"204.236.231.152",TCP,32.0
"185.49.132.3",TCP,32.0
"72.5.205.62",TCP,32.0
"72.5.205.14",TCP,32.0
"74.117.200.64",TCP,32.0
"104.97.121.94",TCP,32.0
"107.21.249.217",TCP,32.0
"23.65.236.253",TCP,32.0
"172.217.10.243",TCP,32.0
"23.66.181.33",TCP,32.0
"151.101.2.111",TCP,32.0
"104.88.7.7",TCP,32.0
"54.243.105.113",TCP,32.0
"47.89.67.202",TCP,32.0
"34.205.121.55",TCP,32.0
"207.178.0.70",TCP,32.0
"23.195.254.5",TCP,32.0
"151.101.21.204",TCP,32.0
"104.88.25.189",TCP,32.0
"54.193.43.106",TCP,32.0
"23.194.142.163",TCP,32.0
"151.101.128.68",TCP,32.0
"188.165.12.138",TCP,32.0
"54.64.69.28",TCP,32.0
"52.20.84.90",TCP,32.0
"66.235.138.193",TCP,32.0
"38.69.238.17",TCP,32.0
"54.254.159.242",TCP,32.0
"66.235.145.184",TCP,32.0
"54.213.76.99",TCP,32.0
"34.205.227.217",TCP,32.0
"202.214.162.8",TCP,32.0
"104.97.118.92",TCP,32.0
"23.208.71.202",TCP,32.0
"52.40.231.132",TCP,32.0
"23.66.188.147",TCP,32.0
"66.235.146.195",TCP,32.0
"23.51.123.27",TCP,32.0
"72.247.140.97",TCP,32.0
"23.208.77.199",TCP,32.0
"136.179.236.67",TCP,32.0
"72.5.205.41",TCP,32.0
"64.34.226.83",TCP,32.0
"23.66.2.245",TCP,32.0
"104.88.49.31",TCP,32.0
"93.184.216.182",TCP,32.0
"204.236.225.197",TCP,32.0
"72.5.205.58",TCP,32.0
"104.20.3.47",TCP,32.0
"23.193.26.191",TCP,32.0
"206.54.163.50",TCP,32.0
"192.243.251.196",TCP,32.0
"218.92.220.55",TCP,32.0
"52.84.143.67",TCP,32.0
"52.84.40.212",TCP,32.0
"66.102.255.61",TCP,32.0
"52.25.157.199",TCP,32.0
"107.178.209.89",TCP,32.0
"35.161.90.95",TCP,32.0
"52.15.143.191",TCP,32.0
"34.225.147.89",TCP,32.0
"23.194.142.48",TCP,31.0
"52.15.244.174",TCP,31.0
"209.48.71.120",TCP,31.0
"183.79.250.251",TCP,31.0
"151.101.45.13",TCP,31.0
"185.86.138.78",TCP,31.0
"151.101.2.59",TCP,31.0
"23.208.102.104",TCP,31.0
"23.208.106.214",TCP,31.0
"122.225.115.212",TCP,31.0
"52.208.157.126",TCP,31.0
"129.146.13.96",TCP,31.0
"52.84.145.147",TCP,31.0
"178.154.131.217",TCP,31.0
"52.5.210.14",TCP,31.0
"178.248.233.26",TCP,31.0
"8.43.72.27",TCP,31.0
"23.21.87.52",TCP,31.0
"23.198.165.21",TCP,31.0
"204.2.197.211",TCP,31.0
"199.244.50.75",TCP,31.0
"54.192.37.92",TCP,31.0
"192.243.250.88",TCP,31.0
"54.235.89.91",TCP,31.0
"23.208.27.150",TCP,31.0
"104.16.75.39",TCP,31.0
"104.88.107.249",TCP,31.0
"212.77.100.214",TCP,31.0
"54.192.36.9",TCP,31.0
"88.212.196.66",TCP,31.0
"151.101.128.84",TCP,31.0
"52.20.174.143",TCP,31.0
"104.79.145.229",TCP,31.0
"72.5.205.56",TCP,31.0
"23.208.107.210",TCP,31.0
"8.43.72.44",TCP,31.0
"23.194.110.47",TCP,31.0
"23.217.41.40",TCP,31.0
"34.192.94.202",TCP,31.0
"151.101.208.222",TCP,31.0
"178.172.160.4",TCP,31.0
"52.7.12.40",TCP,31.0
"91.236.51.54",TCP,31.0
"74.208.122.4",TCP,31.0
"184.73.196.217",TCP,31.0
"54.236.119.209",TCP,31.0
"34.200.171.129",TCP,31.0
"174.129.119.198",TCP,31.0
"118.178.115.245",TCP,31.0
"112.84.34.31",TCP,31.0
"66.102.255.50",TCP,31.0
"104.88.109.36",TCP,31.0
"31.172.81.172",TCP,31.0
"104.20.0.101",TCP,31.0
"172.217.12.147",TCP,31.0
"54.65.252.96",TCP,31.0
"54.192.37.182",TCP,31.0
"54.187.98.195",TCP,31.0
"172.217.1.170",TCP,30.0
"107.20.243.207",TCP,30.0
"199.233.57.20",TCP,30.0
"172.217.23.164",TCP,30.0
"72.21.81.79",TCP,30.0
"151.101.1.179",TCP,30.0
"104.97.72.17",TCP,30.0
"180.76.142.12",TCP,30.0
"34.203.123.218",TCP,30.0
"204.76.212.99",TCP,30.0
"23.206.244.82",TCP,30.0
"54.192.37.85",TCP,30.0
"104.196.13.90",TCP,30.0
"69.31.33.91",TCP,30.0
"193.17.41.211",TCP,30.0
"52.8.229.108",TCP,30.0
"54.192.36.76",TCP,30.0
"204.13.192.211",TCP,30.0
"23.195.253.183",TCP,30.0
"151.101.117.209",TCP,30.0
"54.192.37.138",TCP,30.0
"52.202.9.62",TCP,30.0
"151.101.2.38",TCP,30.0
"87.106.49.27",TCP,30.0
"173.223.153.156",TCP,30.0
"23.21.41.78",TCP,30.0
"23.199.170.73",TCP,30.0
"23.52.144.225",TCP,30.0
"72.247.69.66",TCP,30.0
"52.71.164.162",TCP,30.0
"54.246.83.29",TCP,30.0
"52.42.178.188",TCP,30.0
"94.23.171.206",TCP,30.0
"152.163.51.2",TCP,30.0
"94.31.29.54",TCP,30.0
"52.84.136.77",TCP,30.0
"119.205.194.11",TCP,30.0
"23.194.108.145",TCP,30.0
"54.165.80.200",TCP,30.0
"194.67.1.36",TCP,30.0
"52.9.197.149",TCP,30.0
"151.101.0.143",TCP,30.0
"129.146.14.101",TCP,30.0
"72.5.205.43",TCP,30.0
"23.194.142.101",TCP,30.0
"185.49.84.72",TCP,30.0
"52.84.143.52",TCP,30.0
"54.77.139.191",TCP,30.0
"36.248.26.142",TCP,30.0
"23.44.160.143",TCP,30.0
"104.88.59.121",TCP,30.0
"23.203.64.161",TCP,30.0
"115.239.217.134",TCP,30.0
"104.94.247.183",TCP,30.0
"52.20.157.215",TCP,30.0
"80.190.158.5",TCP,30.0
"192.33.252.6",TCP,30.0
"45.126.132.47",TCP,30.0
"52.84.145.228",TCP,30.0
"158.69.124.230",TCP,30.0
"152.163.64.2",TCP,30.0
"66.235.145.44",TCP,30.0
"54.192.37.119",TCP,30.0
"23.195.253.32",TCP,30.0
"66.102.255.30",TCP,30.0
"216.239.32.55",TCP,30.0
"104.193.82.52",TCP,30.0
"23.207.192.150",TCP,30.0
"52.76.32.180",TCP,30.0
"185.14.169.119",TCP,30.0
"194.232.100.67",TCP,30.0
"129.146.13.99",TCP,30.0
"95.131.139.1",TCP,30.0
"52.86.23.125",TCP,30.0
"192.168.10.1",Reserved,30.0
"108.168.178.47",TCP,30.0
"52.84.14.183",TCP,30.0
"52.71.208.172",TCP,30.0
"104.97.121.173",TCP,30.0
"165.254.40.145",TCP,30.0
"204.155.145.198",TCP,30.0
"74.217.63.60",TCP,30.0
"198.54.12.140",TCP,30.0
"207.178.0.69",TCP,30.0
"23.208.164.15",TCP,29.0
"54.165.129.5",TCP,29.0
"104.25.248.26",TCP,29.0
"35.186.222.181",TCP,29.0
"52.212.125.230",TCP,29.0
"141.170.25.54",TCP,29.0
"52.32.35.93",TCP,29.0
"52.197.24.73",TCP,29.0
"52.84.40.204",TCP,29.0
"54.236.132.218",TCP,29.0
"8.43.72.77",TCP,29.0
"118.123.114.134",TCP,29.0
"104.88.69.146",TCP,29.0
"104.88.101.61",TCP,29.0
"34.197.153.196",TCP,29.0
"50.18.251.157",TCP,29.0
"176.34.106.41",TCP,29.0
"199.83.128.42",TCP,29.0
"151.101.20.129",TCP,29.0
"23.23.139.95",TCP,29.0
"23.203.29.206",TCP,29.0
"140.205.34.96",TCP,29.0
"52.84.26.5",TCP,29.0
"80.84.97.20",TCP,29.0
"52.14.227.242",TCP,29.0
"54.192.37.225",TCP,29.0
"151.80.231.118",TCP,29.0
"52.84.145.250",TCP,29.0
"174.35.72.222",TCP,29.0
"151.101.116.68",TCP,29.0
"77.88.55.88",TCP,29.0
"151.101.1.129",TCP,29.0
"216.58.212.174",TCP,29.0
"54.70.245.228",TCP,29.0
"23.208.77.30",TCP,29.0
"104.88.92.139",TCP,29.0
"38.126.130.202",TCP,29.0
"62.216.176.7",TCP,29.0
"54.77.135.34",TCP,29.0
"52.84.3.47",TCP,29.0
"64.30.230.20",TCP,29.0
"216.200.122.11",TCP,29.0
"104.88.84.167",TCP,29.0
"23.195.253.60",TCP,29.0
"54.225.176.102",TCP,29.0
"200.147.4.47",TCP,29.0
"80.82.201.88",TCP,29.0
"173.231.178.118",TCP,29.0
"172.217.10.41",TCP,29.0
"212.8.236.36",TCP,29.0
"205.185.208.31",TCP,29.0
"34.205.199.254",TCP,29.0
"38.69.238.123",TCP,29.0
"34.199.59.202",TCP,29.0
"34.197.46.52",TCP,29.0
"52.84.142.16",TCP,29.0
"54.69.100.200",TCP,29.0
"140.205.243.64",TCP,29.0
"184.72.233.74",TCP,29.0
"54.154.31.94",TCP,29.0
"34.208.169.5",TCP,29.0
"54.192.36.106",TCP,29.0
"52.26.121.92",TCP,29.0
"209.85.232.155",TCP,29.0
"54.209.79.201",TCP,29.0
"104.24.113.60",TCP,29.0
"104.16.19.35",TCP,28.0
"169.55.165.141",TCP,28.0
"38.69.238.81",TCP,28.0
"23.4.113.86",TCP,28.0
"188.213.242.146",TCP,28.0
"120.221.134.203",TCP,28.0
"184.169.134.250",TCP,28.0
"192.99.17.41",TCP,28.0
"210.140.125.25",TCP,28.0
"34.198.109.29",TCP,28.0
"52.202.223.12",TCP,28.0
"63.251.210.247",TCP,28.0
"52.49.55.90",TCP,28.0
"23.199.170.199",TCP,28.0
"63.251.109.82",TCP,28.0
"162.248.16.31",TCP,28.0
"184.25.102.48",TCP,28.0
"52.20.230.125",TCP,28.0
"104.118.223.236",TCP,28.0
"34.205.104.161",TCP,28.0
"52.205.212.90",TCP,28.0
"54.148.139.215",TCP,28.0
"64.210.147.102",TCP,28.0
"179.43.190.12",TCP,28.0
"52.69.131.137",TCP,28.0
"209.197.3.14",TCP,28.0
"52.84.64.16",TCP,28.0
"54.171.35.19",TCP,28.0
"23.207.18.234",TCP,28.0
"129.146.14.98",TCP,28.0
"72.247.140.20",TCP,28.0
"217.68.217.20",TCP,28.0
"72.247.141.224",TCP,28.0
"37.157.6.251",TCP,28.0
"104.97.75.134",TCP,28.0
"206.126.112.157",TCP,28.0
"104.16.17.35",TCP,28.0
"52.86.1.127",TCP,28.0
"104.17.31.15",TCP,28.0
"87.98.128.108",TCP,28.0
"184.29.133.169",TCP,28.0
"87.98.252.5",TCP,28.0
"52.202.42.118",TCP,28.0
"120.37.140.227",TCP,28.0
"23.48.157.216",TCP,28.0
"43.251.41.28",TCP,28.0
"52.22.182.81",TCP,28.0
"23.208.91.179",TCP,28.0
"213.186.33.151",TCP,28.0
"184.31.201.173",TCP,28.0
"54.230.48.25",TCP,28.0
"23.194.181.25",TCP,28.0
"47.89.67.240",TCP,28.0
"192.243.251.153",TCP,28.0
"52.31.59.141",TCP,28.0
"151.101.44.95",TCP,28.0
"72.5.205.55",TCP,28.0
"54.192.36.123",TCP,28.0
"104.25.79.24",TCP,28.0
"104.20.51.244",TCP,28.0
"97.64.84.191",TCP,28.0
"54.230.37.93",TCP,28.0
"54.68.36.53",TCP,28.0
"35.185.26.18",TCP,28.0
"50.112.45.104",TCP,28.0
"122.227.164.215",TCP,28.0
"52.16.87.69",TCP,28.0
"38.69.238.121",TCP,28.0
"54.230.51.63",TCP,28.0
"38.69.238.128",TCP,28.0
"74.119.117.84",TCP,28.0
"129.146.13.100",TCP,28.0
"54.192.36.183",TCP,28.0
"192.243.251.16",TCP,28.0
"203.192.15.194",TCP,28.0
"52.84.143.214",TCP,28.0
"159.127.41.169",TCP,28.0
"45.126.132.40",TCP,28.0
"52.211.145.0",TCP,28.0
"23.208.100.174",TCP,28.0
"35.160.9.151",TCP,28.0
"72.5.205.16",TCP,28.0
"52.84.145.76",TCP,28.0
"221.122.127.143",TCP,28.0
"74.205.98.206",TCP,28.0
"34.224.251.241",TCP,28.0
"104.16.204.165",TCP,28.0
"23.208.70.178",TCP,28.0
"74.217.63.53",TCP,28.0
"104.16.65.157",TCP,28.0
"52.11.71.24",TCP,28.0
"34.198.23.240",TCP,28.0
"52.84.26.4",TCP,28.0
"107.21.244.211",TCP,28.0
"104.97.114.103",TCP,28.0
"23.203.71.179",TCP,28.0
"172.217.12.146",TCP,28.0
"151.101.194.49",TCP,28.0
"104.16.76.39",TCP,28.0
"52.6.189.72",TCP,28.0
"208.84.244.116",TCP,28.0
"153.120.128.154",TCP,28.0
"54.192.37.29",TCP,28.0
"151.101.1.130",TCP,28.0
"209.167.231.17",TCP,28.0
"209.95.57.254",TCP,28.0
"54.86.173.223",TCP,28.0
"52.26.205.213",TCP,28.0
"104.97.70.33",TCP,28.0
"104.16.67.157",TCP,28.0
"204.194.222.28",TCP,28.0
"52.52.208.216",TCP,28.0
"162.93.229.167",TCP,28.0
"151.101.64.67",TCP,28.0
"81.222.128.15",TCP,28.0
"151.101.118.83",TCP,28.0
"23.1.25.111",TCP,28.0
"66.61.168.121",TCP,28.0
"34.208.213.142",TCP,28.0
"52.8.201.211",TCP,28.0
"165.254.40.120",TCP,28.0
"151.101.128.154",TCP,28.0
"140.205.61.87",TCP,28.0
"54.229.17.201",TCP,28.0
"52.84.7.232",TCP,28.0
"213.180.204.101",TCP,28.0
"198.199.80.164",TCP,28.0
"52.84.134.63",TCP,28.0
"107.178.245.158",TCP,28.0
"216.58.219.228",TCP,28.0
"66.231.239.122",TCP,28.0
"68.71.222.248",TCP,28.0
"198.232.125.87",TCP,28.0
"194.244.5.206",TCP,28.0
"52.86.68.110",TCP,28.0
"151.101.209.5",TCP,28.0
"52.201.224.47",TCP,28.0
"151.101.116.222",TCP,28.0
"120.50.131.112",TCP,28.0
"54.225.244.186",TCP,28.0
"54.230.37.182",TCP,28.0
"23.194.108.151",TCP,28.0
"119.205.194.17",TCP,27.0
"54.192.36.124",TCP,27.0
"116.55.241.182",TCP,27.0
"23.208.104.19",TCP,27.0
"52.200.243.182",TCP,27.0
"23.92.189.243",TCP,27.0
"133.237.48.237",TCP,27.0
"54.192.36.225",TCP,27.0
"205.180.86.172",TCP,27.0
"31.13.76.107",TCP,27.0
"69.147.64.33",TCP,27.0
"54.192.37.166",TCP,27.0
"52.6.174.16",TCP,27.0
"195.110.13.1",TCP,27.0
"50.17.211.84",TCP,27.0
"52.52.5.129",TCP,27.0
"180.153.252.43",TCP,27.0
"54.192.37.243",TCP,27.0
"52.84.26.74",TCP,27.0
"184.73.194.65",TCP,27.0
"151.101.46.83",TCP,27.0
"195.218.200.139",TCP,27.0
"54.172.181.243",TCP,27.0
"104.97.74.119",TCP,27.0
