Destination_IP,Destination_Port
50.19.119.140,443
192.168.10.14,52078
192.168.10.14,52076
192.168.10.14,52071
192.168.10.14,52077
204.236.225.197,443
192.168.10.14,52108
50.17.253.218,443
52.20.2.57,443
192.168.10.14,52117
192.168.10.14,52110
192.168.10.14,52114
192.168.10.14,52118
52.129.70.13,443
192.168.10.12,34630
192.168.10.12,59686
192.168.10.12,41310
192.168.10.15,52612
192.168.10.15,52693
192.168.10.15,52580
192.168.10.15,52596
192.168.10.25,50348
192.168.10.15,52664
192.168.10.15,52647
52.84.145.63,443
192.168.10.17,36054
192.168.10.17,41310
192.168.10.15,52657
192.168.10.15,52662
192.168.10.5,53630
192.168.10.5,53659
192.168.10.5,53679
192.168.10.17,57731
199.38.164.160,443
192.168.10.17,34474
192.168.10.17,51135
192.168.10.17,35676
192.168.10.17,58185
107.178.245.158,443
192.168.10.25,50352
192.168.10.17,36058
192.168.10.17,54842
52.33.61.7,443
69.147.64.33,443
192.168.10.25,50353
192.168.10.5,53626
192.168.10.5,53649
192.168.10.5,53647
192.168.10.5,53643
66.198.24.250,443
192.168.10.5,53704
192.168.10.5,53703
192.168.10.5,53705
192.168.10.5,53606
192.168.10.5,53706
192.168.10.5,53663
192.168.10.5,53612
192.168.10.5,53602
192.168.10.5,53664
192.168.10.5,53662
192.168.10.5,53629
192.168.10.5,53645
192.168.10.5,53708
23.208.168.108,443
192.168.10.5,53719
66.231.239.110,443
192.168.10.5,53730
192.168.10.5,53717
192.168.10.5,53720
192.168.10.5,53716
192.168.10.5,53715
192.168.10.5,53718
192.168.10.17,36063
192.168.10.5,53732
192.168.10.5,53673
192.168.10.17,41320
192.168.10.17,59381
192.168.10.5,53693
192.168.10.5,53736
66.102.255.50,443
192.168.10.5,53734
192.168.10.5,53743
140.205.134.25,443
192.168.10.5,53740
192.168.10.5,53741
192.168.10.5,53710
192.168.10.5,53727
192.168.10.17,60160
192.168.10.17,46000
64.71.142.125,443
192.168.10.5,53744
140.205.32.6,443
192.168.10.5,53753
192.168.10.5,53749
192.168.10.5,53752
192.168.10.5,53754
192.168.10.5,53748
192.168.10.5,53751
140.205.32.80,443
192.168.10.17,36610
192.168.10.15,52707
192.168.10.15,52708
52.84.145.224,443
192.168.10.9,3234
94.31.29.254,443
192.168.10.9,3243
192.168.10.9,3246
104.18.36.50,443
192.168.10.9,3259
192.168.10.17,36072
192.168.10.9,3283
192.168.10.9,3310
192.168.10.17,59390
192.168.10.17,59391
23.60.139.27,80
54.228.207.5,443
104.20.31.2,443
192.168.10.9,3241
192.168.10.9,3271
104.20.30.2,443
192.168.10.9,3393
192.168.10.9,3404
192.168.10.9,3408
173.194.61.91,443
64.156.167.95,443
54.221.250.240,443
8.43.72.62,443
192.168.10.9,3292
192.168.10.9,3291
192.168.10.9,3321
192.168.10.9,3307
192.168.10.9,3314
192.168.10.9,3318
192.168.10.9,3325
107.170.171.159,443
192.168.10.9,3364
192.168.10.9,3338
192.168.10.9,3326
192.168.10.9,3365
40.70.221.249,443
34.198.227.60,443
192.168.10.9,3385
192.168.10.9,3384
192.168.10.9,3389
192.168.10.9,3456
63.251.252.12,443
23.23.101.66,443
192.168.10.9,3396
23.21.238.25,443
192.168.10.9,3409
192.168.10.50,47046
192.168.10.9,3423
192.168.10.8,51136
192.168.10.8,51135
192.168.10.9,3434
192.168.10.9,3470
192.168.10.9,3461
192.168.10.9,3466
54.231.88.19,443
192.168.10.9,3486
52.202.130.59,443
192.168.10.9,3485
192.168.10.9,3489
149.56.27.169,443
192.168.10.9,3267
63.140.33.134,443
192.168.10.9,3266
192.168.10.50,29374
192.168.10.15,52713
192.168.10.25,50357
192.168.10.17,36077
192.168.10.17,59396
192.168.10.17,59395
157.240.2.20,443
192.168.10.16,49204
192.168.10.17,53568
104.20.9.120,443
104.16.21.35,80
192.168.10.16,36238
192.168.10.17,52711
192.168.10.17,37103
204.154.111.104,443
104.193.88.102,80
172.217.10.66,80
192.168.10.16,42146
192.168.10.16,35508
23.23.180.72,80
104.20.91.208,80
46.105.202.39,80
54.182.218.19,80
192.168.10.16,33686
192.168.10.17,42378
213.19.161.155,80
104.27.144.38,80
104.16.25.235,80
192.168.10.16,57292
104.20.9.120,80
205.180.87.201,443
192.168.10.17,42811
107.21.249.135,443
157.240.2.20,80
104.16.17.35,80
50.97.43.237,443
52.6.57.155,443
172.217.7.4,443
52.4.74.231,443
192.168.10.17,46311
192.168.10.17,37174
192.168.10.17,41836
192.168.10.17,43240
192.168.10.17,41893
104.154.79.29,443
61.135.185.139,80
199.38.165.156,80
104.16.35.83,80
192.168.10.16,58996
192.168.10.16,41950
192.168.10.16,54506
52.207.54.198,443
192.168.10.17,49246
192.168.10.17,36462
192.168.10.17,45019
192.168.10.17,45018
192.168.10.17,37188
192.168.10.17,42856
185.63.144.1,443
52.31.118.246,443
54.88.133.152,443
52.84.145.172,80
52.84.145.82,80
52.45.111.191,443
192.168.10.17,42858
192.168.10.17,33854
192.168.10.17,42859
54.236.250.25,443
54.84.29.46,443
192.168.10.17,54391
192.168.10.17,33905
192.168.10.17,57975
192.168.10.17,33912
192.168.10.17,33909
192.168.10.17,37393
52.207.6.164,443
54.210.1.114,443
216.239.32.55,443
192.168.10.16,36124
192.168.10.16,36122
192.168.10.17,36782
192.168.10.9,3397
54.245.251.207,443
23.21.72.203,443
52.94.216.48,443
129.146.12.100,443
192.168.10.17,45324
192.168.10.9,3449
52.200.58.136,443
54.244.232.74,443
52.24.144.52,443
192.168.10.9,3468
169.55.70.149,443
192.168.10.17,44914
192.168.10.17,42438
192.168.10.17,45079
192.168.10.5,53682
192.168.10.25,50360
192.168.10.17,54426
192.168.10.17,36291
192.168.10.17,41548
192.168.10.16,37912
104.19.196.102,80
104.27.145.38,80
104.16.27.235,80
192.168.10.15,52733
192.168.10.15,52736
103.228.55.44,80
192.168.10.17,58559
192.168.10.17,54813
185.3.92.176,80
192.168.10.15,52755
172.217.10.34,80
192.168.10.15,52758
192.168.10.15,52757
192.168.10.15,52791
192.168.10.15,52795
192.168.10.15,52792
52.210.170.138,80
54.230.0.153,80
192.168.10.9,3244
35.157.70.40,80
52.167.223.46,80
52.84.145.87,443
52.84.136.77,443
23.203.84.219,443
192.168.10.9,3261
192.168.10.9,3288
192.168.10.9,3290
192.168.10.9,3284
192.168.10.9,3240
50.18.189.103,80
192.168.10.25,50361
104.97.139.173,443
192.168.10.15,52781
192.168.10.15,52777
104.97.75.177,443
192.168.10.9,3322
192.168.10.15,52785
192.168.10.9,3360
192.168.10.9,3347
192.168.10.9,3357
192.168.10.9,3348
192.168.10.9,3346
192.168.10.9,3337
192.168.10.9,3345
52.203.66.59,443
50.18.253.140,443
192.168.10.9,3378
192.168.10.9,3377
52.200.72.92,443
192.168.10.9,3379
52.27.10.213,443
192.168.10.9,3265
52.28.107.105,443
192.168.10.17,36296
34.205.22.5,443
52.84.141.196,443
192.168.10.9,3281
192.168.10.17,41552
192.168.10.9,3411
192.168.10.9,3436
192.168.10.9,3422
192.168.10.9,3435
192.168.10.9,3429
198.54.12.145,443
192.168.10.9,3452
192.168.10.9,3437
192.168.10.9,3426
192.168.10.9,3443
192.168.10.9,3445
104.97.73.166,443
192.168.10.9,3482
192.168.10.9,3427
66.231.239.95,443
140.205.243.64,443
199.83.128.42,443
192.168.10.5,53757
52.84.143.166,443
192.168.10.5,53762
192.168.10.5,53722
192.168.10.5,53701
192.168.10.5,53721
192.168.10.5,53737
192.168.10.5,53733
52.84.143.197,443
54.70.122.167,443
192.168.10.5,53787
192.168.10.5,53742
192.168.10.5,53783
192.168.10.5,53739
192.168.10.5,53776
192.243.251.16,443
192.168.10.5,53794
192.168.10.5,53796
192.168.10.5,53791
192.28.146.120,443
54.173.25.67,443
23.208.103.179,443
104.20.182.9,443
184.73.252.144,443
192.168.10.5,53808
192.168.10.5,53809
192.168.10.5,53820
192.168.10.5,53803
34.199.117.170,443
34.227.121.23,443
192.168.10.5,53832
192.168.10.5,53745
192.168.10.5,53830
192.168.10.5,53746
192.168.10.5,53714
192.168.10.5,53707
52.73.61.178,443
192.168.10.5,53750
192.168.10.5,53793
192.168.10.25,50337
192.168.10.25,50343
192.168.10.25,50369
192.168.10.25,50371
23.1.136.197,443
192.168.10.25,50367
192.168.10.25,50362
192.168.10.17,36300
192.168.10.17,34219
192.168.10.17,48710
192.168.10.17,35592
104.27.158.181,80
192.168.10.17,58989
192.168.10.17,58981
192.168.10.17,46306
192.168.10.16,41952
192.168.10.16,54502
199.83.128.108,443
192.168.10.17,42813
74.125.22.154,443
52.84.145.83,443
192.168.10.17,41381
199.187.193.19,443
23.199.172.166,443
192.168.10.17,38940
192.168.10.17,58403
192.168.10.17,33641
192.168.10.17,53987
107.21.211.226,443
205.234.175.175,80
192.168.10.5,53755
192.168.10.25,50378
192.168.10.17,36306
192.168.10.17,48715
192.168.10.17,58456
151.101.1.167,443
104.24.111.58,443
52.84.143.193,443
192.168.10.15,52728
192.168.10.15,52730
192.168.10.15,52723
104.27.145.38,443
46.105.202.39,443
192.168.10.15,52782
192.168.10.15,52770
192.168.10.16,47608
192.168.10.16,35246
192.168.10.16,59088
192.168.10.16,55608
192.168.10.16,50992
192.168.10.16,54150
192.168.10.16,44336
192.168.10.17,48601
192.168.10.17,37292
192.168.10.17,53580
192.168.10.16,35624
192.168.10.16,53680
192.168.10.16,39994
192.168.10.17,37105
192.168.10.17,52721
192.168.10.17,52717
192.168.10.16,54574
192.168.10.17,53564
192.168.10.16,47074
192.168.10.16,35300
192.168.10.16,35302
192.168.10.16,60308
192.168.10.17,58328
192.168.10.5,53665
192.168.10.17,36312
192.168.10.17,41568
104.31.17.3,443
192.168.10.50,49451
192.168.10.14,52127
192.168.10.14,52126
192.168.10.16,36118
192.168.10.14,52125
192.168.10.14,52124
104.97.117.153,443
192.168.10.16,38400
192.168.10.16,38420
192.168.10.16,38416
192.168.10.16,38418
104.97.135.177,443
192.168.10.5,53775
192.168.10.5,53758
192.168.10.5,53759
192.168.10.5,53784
192.168.10.5,53782
192.168.10.5,53781
192.168.10.5,53789
192.168.10.5,53800
52.198.132.137,443
192.168.10.16,39520
192.168.10.16,39512
192.168.10.16,52362
23.45.197.201,443
120.26.38.162,443
192.168.10.8,51139
192.168.10.9,3503
192.168.10.9,3499
192.168.10.16,59650
192.168.10.25,50381
192.168.10.9,3507
192.168.10.15,52717
192.168.10.17,36316
192.168.10.17,41572
192.168.10.17,44205
192.168.10.15,52724
192.168.10.15,52754
192.168.10.15,52780
192.168.10.15,52747
192.168.10.15,52786
192.168.10.15,52756
192.168.10.15,52759
192.168.10.15,52787
192.168.10.12,54700
62.4.0.28,443
192.168.10.15,52772
104.152.141.68,80
89.186.73.156,443
192.168.10.12,34118
192.168.10.12,38368
192.168.10.12,54748
192.168.10.15,52822
23.21.84.138,443
192.168.10.15,52746
192.168.10.17,40549
192.168.10.15,52820
192.168.10.15,52816
192.168.10.15,52819
192.168.10.15,52814
192.168.10.16,34118
192.168.10.12,46860
130.211.5.178,443
50.31.185.39,443
50.31.185.42,443
178.239.182.230,443
192.168.10.12,35322
107.178.245.205,443
192.168.10.12,37708
192.168.10.12,49050
192.168.10.12,36634
104.97.117.153,80
151.101.129.108,443
192.168.10.12,60044
192.168.10.12,60046
192.168.10.12,37654
192.168.10.12,58456
192.168.10.12,40520
192.168.10.12,37656
80.247.66.26,80
104.97.123.150,443
192.168.10.12,57380
52.84.145.201,443
192.168.10.12,60440
192.168.10.12,34624
192.168.10.12,36724
192.168.10.12,43360
192.168.10.12,52240
52.216.65.3,443
192.168.10.12,33594
192.168.10.12,55900
192.168.10.12,37642
192.168.10.12,56220
192.168.10.12,51902
192.168.10.12,39924
192.168.10.12,35526
192.168.10.12,48288
192.168.10.12,48280
192.168.10.12,40750
192.168.10.12,33642
192.168.10.12,35672
34.197.153.196,443
81.26.166.11,443
34.202.105.91,443
178.239.182.230,80
192.168.10.12,54116
192.168.10.12,39872
192.168.10.12,56474
172.217.6.210,443
192.168.10.12,59000
52.84.135.92,443
192.168.10.12,37156
192.168.10.12,33776
63.251.210.243,443
129.146.13.99,443
192.168.10.12,40944
5.196.119.249,443
52.84.135.185,443
172.217.11.8,443
52.27.215.54,443
52.84.137.79,443
192.168.10.12,59850
192.168.10.25,50382
185.54.150.115,443
192.168.10.5,53756
192.168.10.5,53768
192.168.10.5,53760
192.168.10.5,53786
192.168.10.5,53788
192.168.10.17,36321
192.168.10.5,53805
192.168.10.5,53817
192.168.10.5,53802
192.168.10.5,53773
192.168.10.5,53797
192.168.10.5,53814
192.168.10.5,53815
192.168.10.5,53798
192.168.10.51,37695
192.168.10.17,58471
192.168.10.17,58472
192.168.10.5,53816
104.97.116.21,80
104.97.114.112,80
192.168.10.17,51673
173.194.208.108,465
192.168.10.50,26824
192.168.10.17,45776
192.168.10.17,47726
192.168.10.17,52991
23.199.172.71,443
192.168.10.5,53841
192.168.10.17,35970
192.168.10.5,53840
151.101.66.134,443
192.168.10.17,54937
192.168.10.17,33353
192.168.10.17,48815
192.168.10.17,48841
192.168.10.17,56034
172.217.6.195,443
34.206.129.221,443
192.168.10.17,52502
192.168.10.17,35428
192.168.10.17,43098
192.168.10.17,41972
192.168.10.17,48842
192.168.10.17,35632
192.168.10.17,44647
192.168.10.17,48411
192.168.10.17,48458
104.16.108.123,80
80.247.66.26,443
192.168.10.19,43453
192.168.10.19,47315
52.88.79.183,443
192.168.10.19,39503
192.168.10.19,50413
192.168.10.15,52731
13.78.188.147,443
192.168.10.25,50385
54.210.10.219,443
184.73.253.15,443
192.168.10.17,36493
176.34.241.125,443
192.168.10.17,58644
192.168.10.17,58643
70.42.132.21,443
50.31.164.173,443
192.168.10.16,54386
192.168.10.16,41398
192.168.10.50,54971
192.168.10.5,53843
192.168.10.5,53842
113.207.48.142,80
113.200.98.150,80
192.168.10.51,52141
180.153.132.57,443
192.168.10.51,38386
114.80.165.233,443
192.168.10.51,34411
173.194.208.109,465
52.9.18.231,443
52.9.4.63,443
52.2.5.150,443
192.168.10.25,50386
192.168.10.17,36499
192.168.10.17,58649
54.245.105.173,443
104.97.137.120,443
151.101.32.166,443
192.168.10.12,59568
192.168.10.12,53342
192.168.10.12,48334
192.168.10.12,53278
192.168.10.12,53276
192.168.10.12,53336
23.207.58.71,443
192.168.10.12,53340
52.84.143.141,443
192.168.10.12,48292
192.168.10.12,58458
192.168.10.12,48282
192.168.10.12,48286
192.168.10.12,47856
192.168.10.12,35520
192.168.10.12,35886
192.168.10.25,50389
52.84.143.102,443
192.168.10.25,50393
192.168.10.25,50394
192.168.10.25,50391
192.168.10.25,50392
23.199.171.178,443
192.168.10.12,60484
192.168.10.25,50397
192.168.10.25,50398
192.168.10.12,33476
192.168.10.16,41618
192.168.10.25,50403
192.168.10.25,50407
192.168.10.25,50404
192.168.10.25,50406
192.168.10.25,50408
192.168.10.25,50409
192.168.10.25,50410
192.168.10.25,50411
192.168.10.12,37606
192.168.10.25,50412
192.168.10.25,50413
192.168.10.25,50418
192.168.10.25,50417
192.168.10.25,50415
192.168.10.25,50416
192.168.10.25,50420
192.168.10.25,50421
192.168.10.25,50419
192.168.10.25,50422
192.168.10.25,50423
192.168.10.25,50424
192.168.10.25,50425
192.168.10.25,50427
192.168.10.25,50428
192.168.10.25,50429
192.168.10.25,50430
192.168.10.25,50431
192.168.10.25,50433
192.168.10.25,50435
192.168.10.25,50434
192.168.10.25,50437
192.168.10.25,50438
192.168.10.25,50440
192.168.10.25,50439
192.168.10.25,50441
192.168.10.25,50443
192.168.10.25,50442
192.168.10.25,50444
192.168.10.25,50447
192.168.10.25,50445
192.168.10.25,50452
192.168.10.25,50451
192.168.10.25,50453
192.168.10.25,50450
192.168.10.25,50454
192.168.10.25,50446
192.168.10.25,50456
192.168.10.25,50455
52.84.143.124,443
192.168.10.25,50460
192.168.10.25,50462
192.168.10.25,50457
192.168.10.25,50461
52.0.138.67,443
192.168.10.25,50458
192.168.10.25,50463
192.168.10.25,50464
192.168.10.9,3514
192.168.10.16,38414
192.168.10.16,45286
192.168.10.16,38402
192.168.10.16,56954
192.168.10.50,42026
192.168.10.50,54106
172.16.0.1,45422
192.168.10.5,53839
192.168.10.25,50388
192.168.10.17,56856
192.168.10.17,56858
192.168.10.15,52790
192.168.10.17,56860
192.168.10.17,56861
192.168.10.17,56857
192.168.10.17,56009
192.168.10.17,56859
192.168.10.17,36503
192.168.10.17,56035
203.205.191.21,443
203.205.191.25,443
192.168.10.17,58653
192.168.10.17,59110
192.168.10.17,56045
192.168.10.17,59109
192.168.10.17,59111
192.168.10.17,59094
192.168.10.17,34562
52.84.145.100,443
192.168.10.17,57802
192.168.10.17,46648
192.168.10.17,44792
192.168.10.17,34124
192.168.10.17,34809
192.168.10.17,44805
192.168.10.17,35669
192.168.10.17,44804
54.213.212.205,443
104.97.139.37,443
52.84.145.211,443
192.168.10.17,55794
192.168.10.17,46280
192.168.10.17,35617
192.168.10.17,49621
192.168.10.17,57722
192.168.10.9,3500
192.168.10.50,34629
192.168.10.9,3504
192.168.10.12,34210
192.168.10.12,52924
52.84.143.11,443
151.101.64.207,443
52.84.143.15,443
151.101.44.64,443
151.101.1.195,443
192.168.10.19,42517
192.168.10.19,58510
192.168.10.19,39498
192.168.10.19,33579
192.168.10.19,45649
192.168.10.19,50411
50.112.148.117,443
104.16.78.22,443
104.16.108.123,443
104.20.61.121,443
192.168.10.12,55006
192.168.10.51,58878
192.168.10.12,47894
192.168.10.15,52798
192.168.10.12,33008
192.168.10.15,52815
151.101.2.49,443
192.168.10.12,41862
192.168.10.15,52826
192.168.10.25,50469
192.168.10.12,57542
192.168.10.12,38738
192.168.10.12,57540
192.168.10.12,40062
192.168.10.12,44590
192.168.10.12,38476
65.52.108.224,443
192.168.10.12,57040
192.168.10.12,54698
192.168.10.12,46862
192.168.10.12,37694
192.168.10.12,49030
192.168.10.12,54490
192.168.10.12,36630
192.168.10.17,36507
192.168.10.12,57550
192.168.10.12,45066
192.168.10.12,36346
192.168.10.17,35799
192.168.10.17,58658
192.168.10.17,48917
131.253.61.100,443
104.20.85.39,443
192.168.10.16,48284
52.84.137.51,443
54.244.120.178,443
192.168.10.14,52155
192.168.10.14,52159
169.54.129.40,443
192.168.10.12,46240
192.168.10.12,58998
192.168.10.14,52163
151.101.0.65,443
192.168.10.14,52192
192.168.10.16,48288
192.168.10.14,52212
34.208.169.5,443
192.168.10.14,52173
192.168.10.14,52186
192.168.10.14,52184
192.168.10.14,52185
151.101.128.65,443
52.27.222.70,443
192.168.10.14,52194
192.168.10.14,52189
192.168.10.14,52195
104.16.18.35,443
192.168.10.15,52837
192.168.10.14,52210
192.168.10.14,52211
192.168.10.15,52844
192.168.10.15,52848
94.31.29.128,443
192.168.10.15,52869
192.168.10.15,52891
192.168.10.5,53835
192.168.10.15,52898
192.168.10.15,52899
107.21.249.217,443
52.209.93.196,443
192.168.10.15,52852
192.168.10.15,52850
185.167.164.41,443
104.97.72.216,443
192.168.10.15,52917
192.168.10.15,52866
192.168.10.15,52867
52.206.94.71,443
192.168.10.17,44879
23.92.189.245,443
192.168.10.15,52886
192.168.10.15,52897
192.168.10.15,52893
72.30.202.150,80
192.168.10.15,52901
192.168.10.17,52993
192.168.10.15,52905
129.146.12.96,443
192.168.10.17,35975
192.168.10.15,52915
52.84.145.74,443
52.84.145.148,443
192.168.10.12,57740
192.168.10.25,50472
104.16.79.22,443
192.168.10.17,36515
192.168.10.17,54650
192.168.10.17,48924
192.168.10.19,54910
192.168.10.19,53932
192.168.10.19,47307
192.168.10.19,43442
192.168.10.16,47316
192.168.10.17,54003
192.168.10.17,54023
192.168.10.17,50018
74.119.117.78,443
54.84.235.72,443
95.154.251.149,443
192.168.10.17,59433
192.168.10.17,56449
192.168.10.17,59426
192.168.10.17,56445
192.168.10.9,3540
50.16.197.102,443
192.168.10.17,55877
184.173.177.152,443
192.168.10.17,34753
192.168.10.17,46735
192.168.10.17,34752
192.168.10.17,45429
192.168.10.17,45430
192.168.10.17,42317
52.84.145.250,443
192.168.10.17,49468
192.168.10.17,51935
192.168.10.17,37623
192.168.10.17,34689
192.168.10.17,37618
192.168.10.17,34687
192.168.10.17,56369
192.168.10.17,49470
192.168.10.17,48934
192.168.10.9,3532
192.168.10.17,33463
192.168.10.9,3530
192.168.10.9,3531
192.168.10.17,55721
192.168.10.17,55726
192.168.10.9,3519
192.168.10.9,3550
104.20.240.42,80
192.168.10.9,3560
192.168.10.25,50475
192.168.10.9,3562
192.168.10.9,3561
192.168.10.9,3558
192.168.10.9,3559
192.168.10.9,3570
192.168.10.14,52172
192.168.10.14,52187
192.168.10.50,33095
192.168.10.14,52181
192.168.10.8,51141
192.168.10.8,51140
192.168.10.9,3565
192.168.10.25,50372
192.168.10.25,50374
192.168.10.25,50482
192.168.10.25,50484
192.168.10.25,50473
192.168.10.25,50468
54.164.201.153,443
192.168.10.17,36659
192.168.10.17,58809
192.168.10.17,49068
129.146.12.96,80
192.168.10.9,3573
192.168.10.9,3584
192.168.10.9,3585
192.168.10.14,52149
192.168.10.14,52147
192.168.10.14,52146
192.168.10.14,52150
23.0.165.27,80
192.168.10.14,52148
192.168.10.25,50488
192.168.10.17,55983
52.0.227.98,443
107.23.92.200,443
192.168.10.17,58816
192.168.10.17,49075
192.168.10.17,36666
192.168.10.14,52145
88.198.33.82,7973
192.168.10.14,52209
192.168.10.14,52198
192.168.10.14,52201
192.168.10.14,52199
192.168.10.14,52197
192.168.10.14,52196
192.168.10.14,52200
192.168.10.14,52152
192.168.10.14,52208
192.168.10.14,52157
192.168.10.14,52176
192.168.10.15,52839
192.168.10.19,55038
192.168.10.19,41738
192.168.10.15,52882
192.168.10.15,52888
192.168.10.15,52894
104.16.58.5,443
107.21.249.100,443
104.16.59.5,443
192.168.10.12,48254
192.168.10.19,33211
104.20.240.42,443
54.88.227.100,443
50.19.223.117,443
192.168.10.19,58522
104.88.82.90,443
54.235.199.6,443
192.168.10.19,33893
54.225.217.75,443
192.168.10.19,54375
192.168.10.19,33901
192.168.10.14,52214
192.168.10.14,52215
184.73.198.200,443
192.168.10.19,33282
192.168.10.19,54264
192.168.10.19,57932
192.168.10.9,3572
54.83.194.68,443
192.168.10.8,51150
192.168.10.25,50491
192.168.10.17,36671
192.168.10.17,49080
192.168.10.17,54806
35.186.237.110,443
192.168.10.14,52250
192.168.10.14,52263
192.168.10.14,52269
192.168.10.14,52267
192.168.10.14,52268
192.168.10.14,52270
192.168.10.14,52280
192.168.10.14,52281
192.168.10.14,52277
192.168.10.14,52279
192.168.10.14,52191
192.168.10.14,52283
192.168.10.14,52288
192.168.10.14,52290
192.168.10.14,52287
192.168.10.14,52285
192.168.10.14,52286
192.168.10.14,52264
192.168.10.14,52295
192.168.10.14,52293
192.168.10.14,52298
192.168.10.14,52296
192.168.10.14,52297
192.168.10.14,52301
52.197.24.73,443
192.168.10.14,52306
192.168.10.14,52246
183.79.1.71,443
192.168.10.14,52314
192.168.10.14,52313
192.168.10.14,52311
54.64.69.28,443
192.168.10.14,52318
52.193.38.190,443
192.168.10.14,52255
192.168.10.17,59432
107.178.244.51,443
192.168.10.14,52331
192.168.10.17,58370
210.160.193.175,443
192.168.10.8,51144
192.168.10.14,52379
192.168.10.17,38355
207.244.102.143,443
192.168.10.14,52381
192.168.10.14,52317
202.214.27.77,443
192.168.10.14,52334
192.168.10.17,58174
192.168.10.17,37207
182.161.73.84,443
192.168.10.14,52343
52.68.111.125,443
52.69.131.137,443
192.168.10.14,52352
192.168.10.14,52360
192.168.10.14,52353
192.168.10.14,52351
66.235.139.205,443
192.168.10.14,52374
192.168.10.14,52245
52.193.250.72,443
192.168.10.14,52362
192.168.10.9,3535
192.168.10.9,3536
192.168.10.14,52143
192.168.10.9,3556
192.168.10.9,3534
192.168.10.9,3533
192.168.10.9,3529
192.168.10.9,3528
192.168.10.14,52141
192.168.10.14,52190
54.243.56.222,443
192.168.10.25,50494
35.166.99.202,443
192.168.10.15,52838
192.168.10.15,52845
192.168.10.15,52871
192.168.10.15,52846
192.168.10.50,52872
192.168.10.15,52880
192.168.10.17,36677
192.168.10.15,52887
192.168.10.15,52890
192.168.10.15,52847
192.168.10.17,58827
192.168.10.17,49086
192.168.10.15,52830
192.168.10.15,52836
192.168.10.14,52368
192.168.10.15,52907
54.249.64.21,443
192.168.10.15,52912
192.168.10.15,52916
192.168.10.15,52831
192.168.10.15,52879
192.168.10.14,52361
192.168.10.15,52927
192.168.10.15,52913
192.168.10.15,52843
192.168.10.15,52906
192.168.10.15,52860
192.168.10.15,52877
192.168.10.15,52881
192.168.10.17,55982
104.20.10.120,443
160.17.5.1,443
192.168.10.14,52335
192.168.10.14,52338
54.65.236.255,443
52.68.144.112,443
192.168.10.14,52385
192.168.10.17,49043
192.168.10.17,59965
192.168.10.17,54004
192.168.10.17,33460
192.168.10.17,33457
192.168.10.17,50019
192.168.10.25,50495
104.196.121.139,443
192.168.10.17,36683
192.168.10.9,3539
192.168.10.17,41940
192.168.10.17,58833
192.168.10.9,3537
192.168.10.9,3546
192.168.10.9,3549
192.168.10.9,3567
192.168.10.9,3557
192.168.10.9,3547
192.168.10.9,3569
104.97.125.186,443
192.168.10.9,3568
104.97.73.5,443
192.168.10.19,32858
192.168.10.19,58507
104.79.145.181,443
192.168.10.19,47389
192.168.10.5,53878
40.117.91.56,80
192.168.10.5,53889
192.168.10.5,53892
192.168.10.5,53894
104.16.25.35,80
23.227.10.42,443
191.237.32.134,80
192.168.10.5,53890
104.16.26.235,80
192.168.10.5,53899
192.168.10.25,50496
104.97.120.94,80
104.97.120.94,443
104.88.66.118,443
192.168.10.19,42716
192.168.10.19,42717
192.168.10.19,42718
192.168.10.19,42719
192.168.10.19,42715
192.168.10.19,42720
192.168.10.17,36688
192.168.10.17,58839
192.168.10.17,34606
192.168.10.17,41946
192.168.10.25,50498
192.168.10.25,50499
192.168.10.14,52312
192.168.10.14,52324
192.168.10.19,50067
192.168.10.14,52333
192.168.10.19,37339
192.168.10.17,60337
192.168.10.14,52366
192.168.10.14,52389
192.168.10.14,52375
192.168.10.19,56939
54.238.252.63,443
182.22.24.252,443
192.168.10.16,35424
72.21.91.188,443
192.168.10.16,36656
192.168.10.16,33934
192.168.10.16,33946
192.168.10.16,60016
172.217.7.6,443
192.168.10.16,44386
192.168.10.16,33938
192.168.10.16,35500
192.168.10.16,53152
192.168.10.16,53140
192.168.10.16,53154
192.168.10.16,44244
192.168.10.16,42412
52.22.175.103,443
192.168.10.16,50766
192.168.10.9,3544
74.121.134.221,443
192.168.10.16,40628
98.158.58.110,443
192.168.10.16,43602
192.168.10.16,43604
192.168.10.16,56092
129.33.138.31,443
66.110.99.17,443
192.168.10.16,59904
192.168.10.16,54714
192.168.10.16,60808
192.168.10.16,39928
192.168.10.16,47660
192.168.10.16,43600
98.158.54.100,443
69.43.132.210,443
192.168.10.16,36732
192.168.10.16,33058
192.168.10.16,56268
192.168.10.19,50788
192.168.10.19,41739
192.168.10.14,52418
192.168.10.14,52415
192.168.10.17,36694
192.168.10.17,41950
172.217.11.10,80
172.217.10.226,80
192.168.10.14,52467
216.200.232.172,80
54.230.51.19,80
192.168.10.14,52440
192.168.10.14,52437
192.168.10.14,52448
104.25.186.115,80
192.168.10.14,52450
192.168.10.14,52453
192.168.10.14,52462
192.168.10.14,52477
192.168.10.14,52475
192.168.10.14,52487
192.168.10.14,52496
192.168.10.25,50505
213.180.204.188,443
104.97.127.80,443
192.168.10.15,52939
192.168.10.15,52938
192.168.10.15,52943
72.247.69.66,443
192.168.10.15,52947
192.168.10.14,52242
192.168.10.25,50506
192.168.10.25,50511
192.168.10.25,50507
192.168.10.25,50509
192.168.10.25,50508
192.168.10.25,50510
