s.Source_IP,s.Source_Port,l.Label_Name,r.count
172.16.0.1,58810,FTP-Patator,4
172.16.0.1,58802,FTP-Patator,4
172.16.0.1,58804,FTP-Patator,4
172.16.0.1,58806,FTP-Patator,4
172.16.0.1,58792,FTP-Patator,4
172.16.0.1,58794,FTP-Patator,4
172.16.0.1,58796,FTP-Patator,4
172.16.0.1,58798,FTP-Patator,4
172.16.0.1,58800,FTP-Patator,4
172.16.0.1,58790,FTP-Patator,4
172.16.0.1,58788,FTP-Patator,4
172.16.0.1,58782,FTP-Patator,4
172.16.0.1,58784,FTP-Patator,4
172.16.0.1,58786,FTP-Patator,4
172.16.0.1,58772,FTP-Patator,4
172.16.0.1,58780,FTP-Patator,4
172.16.0.1,58776,FTP-Patator,4
172.16.0.1,58774,FTP-Patator,4
172.16.0.1,58778,FTP-Patator,4
172.16.0.1,58768,FTP-Patator,4
172.16.0.1,58770,FTP-Patator,4
172.16.0.1,58766,FTP-Patator,4
172.16.0.1,58764,FTP-Patator,4
172.16.0.1,58762,FTP-Patator,4
172.16.0.1,58758,FTP-Patator,4
172.16.0.1,58754,FTP-Patator,4
172.16.0.1,58760,FTP-Patator,4
172.16.0.1,58752,FTP-Patator,4
172.16.0.1,58756,FTP-Patator,4
172.16.0.1,58748,FTP-Patator,4
172.16.0.1,58750,FTP-Patator,4
172.16.0.1,58742,FTP-Patator,4
172.16.0.1,58744,FTP-Patator,4
172.16.0.1,58746,FTP-Patator,4
172.16.0.1,58734,FTP-Patator,4
172.16.0.1,58740,FTP-Patator,4
172.16.0.1,58736,FTP-Patator,4
172.16.0.1,58738,FTP-Patator,4
172.16.0.1,58732,FTP-Patator,4
172.16.0.1,58728,FTP-Patator,4
172.16.0.1,58730,FTP-Patator,4
172.16.0.1,58726,FTP-Patator,4
172.16.0.1,58722,FTP-Patator,4
172.16.0.1,58724,FTP-Patator,4
172.16.0.1,58720,FTP-Patator,4
172.16.0.1,58712,FTP-Patator,4
172.16.0.1,58714,FTP-Patator,4
172.16.0.1,58718,FTP-Patator,4
172.16.0.1,58716,FTP-Patator,4
172.16.0.1,58710,FTP-Patator,4
172.16.0.1,58708,FTP-Patator,4
172.16.0.1,58706,FTP-Patator,4
172.16.0.1,58702,FTP-Patator,4
172.16.0.1,58704,FTP-Patator,4
172.16.0.1,58700,FTP-Patator,4
172.16.0.1,58692,FTP-Patator,4
172.16.0.1,58694,FTP-Patator,4
172.16.0.1,58698,FTP-Patator,4
172.16.0.1,58696,FTP-Patator,4
172.16.0.1,58690,FTP-Patator,4
172.16.0.1,58688,FTP-Patator,4
172.16.0.1,58686,FTP-Patator,4
172.16.0.1,58684,FTP-Patator,4
172.16.0.1,58682,FTP-Patator,4
172.16.0.1,58680,FTP-Patator,4
172.16.0.1,58672,FTP-Patator,4
172.16.0.1,58674,FTP-Patator,4
172.16.0.1,58676,FTP-Patator,4
172.16.0.1,58678,FTP-Patator,4
172.16.0.1,58670,FTP-Patator,4
172.16.0.1,58668,FTP-Patator,4
172.16.0.1,58664,FTP-Patator,4
172.16.0.1,58666,FTP-Patator,4
172.16.0.1,58662,FTP-Patator,4
172.16.0.1,58660,FTP-Patator,4
172.16.0.1,58652,FTP-Patator,4
172.16.0.1,58654,FTP-Patator,4
172.16.0.1,58656,FTP-Patator,4
172.16.0.1,58658,FTP-Patator,4
172.16.0.1,58650,FTP-Patator,4
172.16.0.1,58648,FTP-Patator,4
172.16.0.1,58644,FTP-Patator,4
172.16.0.1,58646,FTP-Patator,4
172.16.0.1,58638,FTP-Patator,4
172.16.0.1,58636,FTP-Patator,4
172.16.0.1,58640,FTP-Patator,4
172.16.0.1,58642,FTP-Patator,4
172.16.0.1,58632,FTP-Patator,4
172.16.0.1,58634,FTP-Patator,4
172.16.0.1,58628,FTP-Patator,4
172.16.0.1,58630,FTP-Patator,4
172.16.0.1,58624,FTP-Patator,4
172.16.0.1,58626,FTP-Patator,4
172.16.0.1,58616,FTP-Patator,4
172.16.0.1,58618,FTP-Patator,4
172.16.0.1,58622,FTP-Patator,4
172.16.0.1,58620,FTP-Patator,4
172.16.0.1,58614,FTP-Patator,4
172.16.0.1,58612,FTP-Patator,4
172.16.0.1,58610,FTP-Patator,4
172.16.0.1,58604,FTP-Patator,4
172.16.0.1,58606,FTP-Patator,4
172.16.0.1,58608,FTP-Patator,4
172.16.0.1,58602,FTP-Patator,4
172.16.0.1,58596,FTP-Patator,4
172.16.0.1,58598,FTP-Patator,4
172.16.0.1,58600,FTP-Patator,4
172.16.0.1,58594,FTP-Patator,4
172.16.0.1,58592,FTP-Patator,4
172.16.0.1,58590,FTP-Patator,4
172.16.0.1,58588,FTP-Patator,4
172.16.0.1,58584,FTP-Patator,4
172.16.0.1,58586,FTP-Patator,4
172.16.0.1,58582,FTP-Patator,4
172.16.0.1,58578,FTP-Patator,4
172.16.0.1,58576,FTP-Patator,4
172.16.0.1,58580,FTP-Patator,4
172.16.0.1,58572,FTP-Patator,4
172.16.0.1,58574,FTP-Patator,4
172.16.0.1,58570,FTP-Patator,4
172.16.0.1,58568,FTP-Patator,4
172.16.0.1,58564,FTP-Patator,4
172.16.0.1,58566,FTP-Patator,4
172.16.0.1,58560,FTP-Patator,4
172.16.0.1,58562,FTP-Patator,4
172.16.0.1,58556,FTP-Patator,4
172.16.0.1,58558,FTP-Patator,4
172.16.0.1,58554,FTP-Patator,4
172.16.0.1,58552,FTP-Patator,4
172.16.0.1,58548,FTP-Patator,4
172.16.0.1,58550,FTP-Patator,4
172.16.0.1,58544,FTP-Patator,4
172.16.0.1,58546,FTP-Patator,4
172.16.0.1,58540,FTP-Patator,4
172.16.0.1,58542,FTP-Patator,4
172.16.0.1,58532,FTP-Patator,4
172.16.0.1,58534,FTP-Patator,4
172.16.0.1,58536,FTP-Patator,4
172.16.0.1,58538,FTP-Patator,4
172.16.0.1,58528,FTP-Patator,4
172.16.0.1,58530,FTP-Patator,4
172.16.0.1,58524,FTP-Patator,4
172.16.0.1,58526,FTP-Patator,4
172.16.0.1,58522,FTP-Patator,4
172.16.0.1,58520,FTP-Patator,4
172.16.0.1,58516,FTP-Patator,4
172.16.0.1,58518,FTP-Patator,4
172.16.0.1,58512,FTP-Patator,4
172.16.0.1,58514,FTP-Patator,4
172.16.0.1,58504,FTP-Patator,4
172.16.0.1,58506,FTP-Patator,4
172.16.0.1,58508,FTP-Patator,4
172.16.0.1,58510,FTP-Patator,4
172.16.0.1,58500,FTP-Patator,4
172.16.0.1,58502,FTP-Patator,4
172.16.0.1,58494,FTP-Patator,4
172.16.0.1,58492,FTP-Patator,4
172.16.0.1,58498,FTP-Patator,4
172.16.0.1,58496,FTP-Patator,4
172.16.0.1,58490,FTP-Patator,4
172.16.0.1,58484,FTP-Patator,4
172.16.0.1,58486,FTP-Patator,4
172.16.0.1,58488,FTP-Patator,4
172.16.0.1,58480,FTP-Patator,4
172.16.0.1,58482,FTP-Patator,4
172.16.0.1,58472,FTP-Patator,4
172.16.0.1,58474,FTP-Patator,4
172.16.0.1,58476,FTP-Patator,4
172.16.0.1,58478,FTP-Patator,4
172.16.0.1,58470,FTP-Patator,4
172.16.0.1,58464,FTP-Patator,4
172.16.0.1,58466,FTP-Patator,4
172.16.0.1,58468,FTP-Patator,4
172.16.0.1,58460,FTP-Patator,4
172.16.0.1,58462,FTP-Patator,4
172.16.0.1,58452,FTP-Patator,4
172.16.0.1,58454,FTP-Patator,4
172.16.0.1,58458,FTP-Patator,4
172.16.0.1,58456,FTP-Patator,4
172.16.0.1,58444,FTP-Patator,4
172.16.0.1,58446,FTP-Patator,4
172.16.0.1,58448,FTP-Patator,4
172.16.0.1,58450,FTP-Patator,4
172.16.0.1,58440,FTP-Patator,4
172.16.0.1,58442,FTP-Patator,4
172.16.0.1,58434,FTP-Patator,4
172.16.0.1,58432,FTP-Patator,4
172.16.0.1,58436,FTP-Patator,4
172.16.0.1,58438,FTP-Patator,4
172.16.0.1,58424,FTP-Patator,4
172.16.0.1,58426,FTP-Patator,4
172.16.0.1,58430,FTP-Patator,4
172.16.0.1,58428,FTP-Patator,4
172.16.0.1,58420,FTP-Patator,4
172.16.0.1,58422,FTP-Patator,4
172.16.0.1,58416,FTP-Patator,4
172.16.0.1,58418,FTP-Patator,4
172.16.0.1,58414,FTP-Patator,4
172.16.0.1,58412,FTP-Patator,4
172.16.0.1,58406,FTP-Patator,4
172.16.0.1,58404,FTP-Patator,4
172.16.0.1,58410,FTP-Patator,4
172.16.0.1,58408,FTP-Patator,4
172.16.0.1,58400,FTP-Patator,4
172.16.0.1,58402,FTP-Patator,4
172.16.0.1,58394,FTP-Patator,4
172.16.0.1,58392,FTP-Patator,4
172.16.0.1,58396,FTP-Patator,4
172.16.0.1,58398,FTP-Patator,4
172.16.0.1,58386,FTP-Patator,4
172.16.0.1,58384,FTP-Patator,4
172.16.0.1,58390,FTP-Patator,4
172.16.0.1,58388,FTP-Patator,4
172.16.0.1,58380,FTP-Patator,4
172.16.0.1,58382,FTP-Patator,4
172.16.0.1,58370,FTP-Patator,4
172.16.0.1,58368,FTP-Patator,4
172.16.0.1,58372,FTP-Patator,4
172.16.0.1,58374,FTP-Patator,4
172.16.0.1,58362,FTP-Patator,4
172.16.0.1,58360,FTP-Patator,4
172.16.0.1,58366,FTP-Patator,4
172.16.0.1,58364,FTP-Patator,4
172.16.0.1,58356,FTP-Patator,4
172.16.0.1,58358,FTP-Patator,4
172.16.0.1,58348,FTP-Patator,4
172.16.0.1,58352,FTP-Patator,4
172.16.0.1,58350,FTP-Patator,4
172.16.0.1,58354,FTP-Patator,4
172.16.0.1,58340,FTP-Patator,4
172.16.0.1,58346,FTP-Patator,4
172.16.0.1,58344,FTP-Patator,4
172.16.0.1,58342,FTP-Patator,4
172.16.0.1,58338,FTP-Patator,4
172.16.0.1,58336,FTP-Patator,4
172.16.0.1,58332,FTP-Patator,4
172.16.0.1,58330,FTP-Patator,4
172.16.0.1,58334,FTP-Patator,4
172.16.0.1,58328,FTP-Patator,4
172.16.0.1,58320,FTP-Patator,4
172.16.0.1,58326,FTP-Patator,4
172.16.0.1,58322,FTP-Patator,4
172.16.0.1,58324,FTP-Patator,4
172.16.0.1,58318,FTP-Patator,4
172.16.0.1,58316,FTP-Patator,4
172.16.0.1,58308,FTP-Patator,4
172.16.0.1,58310,FTP-Patator,4
172.16.0.1,58314,FTP-Patator,4
172.16.0.1,58312,FTP-Patator,4
172.16.0.1,58302,FTP-Patator,4
172.16.0.1,58306,FTP-Patator,4
172.16.0.1,58304,FTP-Patator,4
172.16.0.1,58300,FTP-Patator,4
172.16.0.1,58298,FTP-Patator,4
172.16.0.1,58296,FTP-Patator,4
172.16.0.1,58288,FTP-Patator,4
172.16.0.1,58292,FTP-Patator,4
172.16.0.1,58290,FTP-Patator,4
172.16.0.1,58294,FTP-Patator,4
172.16.0.1,58284,FTP-Patator,4
172.16.0.1,58280,FTP-Patator,4
172.16.0.1,58286,FTP-Patator,4
172.16.0.1,58282,FTP-Patator,4
172.16.0.1,58276,FTP-Patator,4
172.16.0.1,58278,FTP-Patator,4
172.16.0.1,58274,FTP-Patator,4
172.16.0.1,58270,FTP-Patator,4
172.16.0.1,58268,FTP-Patator,4
172.16.0.1,58272,FTP-Patator,4
172.16.0.1,58260,FTP-Patator,4
172.16.0.1,58266,FTP-Patator,4
172.16.0.1,58264,FTP-Patator,4
172.16.0.1,58262,FTP-Patator,4
172.16.0.1,58258,FTP-Patator,4
172.16.0.1,58256,FTP-Patator,4
172.16.0.1,58250,FTP-Patator,4
172.16.0.1,58248,FTP-Patator,4
172.16.0.1,58254,FTP-Patator,4
172.16.0.1,58252,FTP-Patator,4
172.16.0.1,58240,FTP-Patator,4
172.16.0.1,58242,FTP-Patator,4
172.16.0.1,58244,FTP-Patator,4
172.16.0.1,58246,FTP-Patator,4
172.16.0.1,58238,FTP-Patator,4
172.16.0.1,58236,FTP-Patator,4
172.16.0.1,58232,FTP-Patator,4
172.16.0.1,58234,FTP-Patator,4
172.16.0.1,58228,FTP-Patator,4
172.16.0.1,58230,FTP-Patator,4
172.16.0.1,58224,FTP-Patator,4
172.16.0.1,58220,FTP-Patator,4
172.16.0.1,58226,FTP-Patator,4
172.16.0.1,58222,FTP-Patator,4
172.16.0.1,58218,FTP-Patator,4
172.16.0.1,58216,FTP-Patator,4
172.16.0.1,58210,FTP-Patator,4
172.16.0.1,58208,FTP-Patator,4
172.16.0.1,58214,FTP-Patator,4
172.16.0.1,58212,FTP-Patator,4
172.16.0.1,58206,FTP-Patator,4
172.16.0.1,58204,FTP-Patator,4
172.16.0.1,58202,FTP-Patator,4
172.16.0.1,58200,FTP-Patator,4
172.16.0.1,58198,FTP-Patator,4
172.16.0.1,58196,FTP-Patator,4
172.16.0.1,58192,FTP-Patator,4
172.16.0.1,58194,FTP-Patator,4
172.16.0.1,58190,FTP-Patator,4
172.16.0.1,58188,FTP-Patator,4
172.16.0.1,58184,FTP-Patator,4
172.16.0.1,58186,FTP-Patator,4
172.16.0.1,58180,FTP-Patator,4
172.16.0.1,58182,FTP-Patator,4
172.16.0.1,58178,FTP-Patator,4
172.16.0.1,58176,FTP-Patator,4
172.16.0.1,58172,FTP-Patator,4
172.16.0.1,58174,FTP-Patator,4
172.16.0.1,58168,FTP-Patator,4
172.16.0.1,58170,FTP-Patator,4
172.16.0.1,58166,FTP-Patator,4
172.16.0.1,58164,FTP-Patator,4
172.16.0.1,58160,FTP-Patator,4
172.16.0.1,58162,FTP-Patator,4
172.16.0.1,58158,FTP-Patator,4
172.16.0.1,58156,FTP-Patator,4
172.16.0.1,58154,FTP-Patator,4
172.16.0.1,58150,FTP-Patator,4
172.16.0.1,58152,FTP-Patator,4
172.16.0.1,58148,FTP-Patator,4
172.16.0.1,58140,FTP-Patator,4
172.16.0.1,58142,FTP-Patator,4
172.16.0.1,58144,FTP-Patator,4
172.16.0.1,58146,FTP-Patator,4
172.16.0.1,58136,FTP-Patator,4
172.16.0.1,58138,FTP-Patator,4
172.16.0.1,58134,FTP-Patator,4
172.16.0.1,58128,FTP-Patator,4
172.16.0.1,58130,FTP-Patator,4
172.16.0.1,58132,FTP-Patator,4
172.16.0.1,58122,FTP-Patator,4
172.16.0.1,58120,FTP-Patator,4
172.16.0.1,58124,FTP-Patator,4
172.16.0.1,58126,FTP-Patator,4
172.16.0.1,58118,FTP-Patator,4
172.16.0.1,58116,FTP-Patator,4
172.16.0.1,58112,FTP-Patator,4
172.16.0.1,58108,FTP-Patator,4
172.16.0.1,58110,FTP-Patator,4
172.16.0.1,58114,FTP-Patator,4
172.16.0.1,58104,FTP-Patator,4
172.16.0.1,58106,FTP-Patator,4
172.16.0.1,58100,FTP-Patator,4
172.16.0.1,58102,FTP-Patator,4
172.16.0.1,58098,FTP-Patator,4
172.16.0.1,58096,FTP-Patator,4
172.16.0.1,58092,FTP-Patator,4
172.16.0.1,58094,FTP-Patator,4
172.16.0.1,58090,FTP-Patator,4
172.16.0.1,58088,FTP-Patator,4
172.16.0.1,58080,FTP-Patator,4
172.16.0.1,58082,FTP-Patator,4
172.16.0.1,58084,FTP-Patator,4
172.16.0.1,58086,FTP-Patator,4
172.16.0.1,58076,FTP-Patator,4
172.16.0.1,58078,FTP-Patator,4
172.16.0.1,58068,FTP-Patator,4
172.16.0.1,58070,FTP-Patator,4
172.16.0.1,58072,FTP-Patator,4
172.16.0.1,58074,FTP-Patator,4
172.16.0.1,58066,FTP-Patator,4
172.16.0.1,58060,FTP-Patator,4
172.16.0.1,58062,FTP-Patator,4
172.16.0.1,58064,FTP-Patator,4
172.16.0.1,58058,FTP-Patator,4
172.16.0.1,58056,FTP-Patator,4
172.16.0.1,58048,FTP-Patator,4
172.16.0.1,58050,FTP-Patator,4
172.16.0.1,58054,FTP-Patator,4
172.16.0.1,58052,FTP-Patator,4
172.16.0.1,58040,FTP-Patator,4
172.16.0.1,58044,FTP-Patator,4
172.16.0.1,58042,FTP-Patator,4
172.16.0.1,58046,FTP-Patator,4
172.16.0.1,58038,FTP-Patator,4
172.16.0.1,58036,FTP-Patator,4
172.16.0.1,58034,FTP-Patator,4
172.16.0.1,58028,FTP-Patator,4
172.16.0.1,58030,FTP-Patator,4
172.16.0.1,58032,FTP-Patator,4
172.16.0.1,58024,FTP-Patator,4
172.16.0.1,58026,FTP-Patator,4
172.16.0.1,58020,FTP-Patator,4
172.16.0.1,58022,FTP-Patator,4
172.16.0.1,58018,FTP-Patator,4
172.16.0.1,58016,FTP-Patator,4
172.16.0.1,58012,FTP-Patator,4
172.16.0.1,58014,FTP-Patator,4
172.16.0.1,58010,FTP-Patator,4
172.16.0.1,58008,FTP-Patator,4
172.16.0.1,58002,FTP-Patator,4
172.16.0.1,58004,FTP-Patator,4
172.16.0.1,58006,FTP-Patator,4
172.16.0.1,58000,FTP-Patator,4
172.16.0.1,57996,FTP-Patator,4
172.16.0.1,57998,FTP-Patator,4
172.16.0.1,57988,FTP-Patator,4
172.16.0.1,57990,FTP-Patator,4
172.16.0.1,57992,FTP-Patator,4
172.16.0.1,57994,FTP-Patator,4
172.16.0.1,57980,FTP-Patator,4
172.16.0.1,57982,FTP-Patator,4
172.16.0.1,57984,FTP-Patator,4
172.16.0.1,57986,FTP-Patator,4
172.16.0.1,57978,FTP-Patator,4
172.16.0.1,57976,FTP-Patator,4
172.16.0.1,57972,FTP-Patator,4
172.16.0.1,57974,FTP-Patator,4
172.16.0.1,57968,FTP-Patator,4
172.16.0.1,57970,FTP-Patator,4
172.16.0.1,57964,FTP-Patator,4
172.16.0.1,57966,FTP-Patator,4
172.16.0.1,57960,FTP-Patator,4
172.16.0.1,57962,FTP-Patator,4
172.16.0.1,57958,FTP-Patator,4
172.16.0.1,57956,FTP-Patator,4
172.16.0.1,57954,FTP-Patator,4
172.16.0.1,57952,FTP-Patator,4
172.16.0.1,57950,FTP-Patator,4
172.16.0.1,57948,FTP-Patator,4
172.16.0.1,57942,FTP-Patator,4
172.16.0.1,57946,FTP-Patator,4
172.16.0.1,57944,FTP-Patator,4
172.16.0.1,57940,FTP-Patator,4
172.16.0.1,57936,FTP-Patator,4
172.16.0.1,57938,FTP-Patator,4
172.16.0.1,57934,FTP-Patator,4
172.16.0.1,57928,FTP-Patator,4
172.16.0.1,57930,FTP-Patator,4
172.16.0.1,57932,FTP-Patator,4
172.16.0.1,57926,FTP-Patator,4
172.16.0.1,57924,FTP-Patator,4
172.16.0.1,57920,FTP-Patator,4
172.16.0.1,57922,FTP-Patator,4
172.16.0.1,57916,FTP-Patator,4
172.16.0.1,57918,FTP-Patator,4
172.16.0.1,57912,FTP-Patator,4
172.16.0.1,57914,FTP-Patator,4
172.16.0.1,57908,FTP-Patator,4
172.16.0.1,57910,FTP-Patator,4
172.16.0.1,57906,FTP-Patator,4
172.16.0.1,57904,FTP-Patator,4
172.16.0.1,57902,FTP-Patator,4
172.16.0.1,57900,FTP-Patator,4
172.16.0.1,57898,FTP-Patator,4
172.16.0.1,57896,FTP-Patator,4
172.16.0.1,57892,FTP-Patator,4
172.16.0.1,57894,FTP-Patator,4
172.16.0.1,57890,FTP-Patator,4
172.16.0.1,57888,FTP-Patator,4
172.16.0.1,57880,FTP-Patator,4
172.16.0.1,57886,FTP-Patator,4
172.16.0.1,57884,FTP-Patator,4
172.16.0.1,57882,FTP-Patator,4
172.16.0.1,57878,FTP-Patator,4
172.16.0.1,57876,FTP-Patator,4
172.16.0.1,57874,FTP-Patator,4
172.16.0.1,57872,FTP-Patator,4
172.16.0.1,57868,FTP-Patator,4
172.16.0.1,57870,FTP-Patator,4
172.16.0.1,57866,FTP-Patator,4
172.16.0.1,57862,FTP-Patator,4
172.16.0.1,57864,FTP-Patator,4
172.16.0.1,57860,FTP-Patator,4
172.16.0.1,57856,FTP-Patator,4
172.16.0.1,57858,FTP-Patator,4
172.16.0.1,57850,FTP-Patator,4
172.16.0.1,57848,FTP-Patator,4
172.16.0.1,57852,FTP-Patator,4
172.16.0.1,57854,FTP-Patator,4
172.16.0.1,57846,FTP-Patator,4
172.16.0.1,57840,FTP-Patator,4
172.16.0.1,57842,FTP-Patator,4
172.16.0.1,57844,FTP-Patator,4
172.16.0.1,57838,FTP-Patator,4
172.16.0.1,57836,FTP-Patator,4
172.16.0.1,57830,FTP-Patator,4
172.16.0.1,57832,FTP-Patator,4
172.16.0.1,57828,FTP-Patator,4
172.16.0.1,57834,FTP-Patator,4
172.16.0.1,57820,FTP-Patator,4
172.16.0.1,57826,FTP-Patator,4
172.16.0.1,57822,FTP-Patator,4
172.16.0.1,57824,FTP-Patator,4
172.16.0.1,57818,FTP-Patator,4
172.16.0.1,57816,FTP-Patator,4
172.16.0.1,57814,FTP-Patator,4
172.16.0.1,57808,FTP-Patator,4
172.16.0.1,57812,FTP-Patator,4
172.16.0.1,57810,FTP-Patator,4
172.16.0.1,57804,FTP-Patator,4
172.16.0.1,57806,FTP-Patator,4
172.16.0.1,57800,FTP-Patator,4
172.16.0.1,57802,FTP-Patator,4
172.16.0.1,57798,FTP-Patator,4
172.16.0.1,57794,FTP-Patator,4
172.16.0.1,57796,FTP-Patator,4
172.16.0.1,57792,FTP-Patator,4
172.16.0.1,57788,FTP-Patator,4
172.16.0.1,57790,FTP-Patator,4
172.16.0.1,57786,FTP-Patator,4
172.16.0.1,57784,FTP-Patator,4
172.16.0.1,57780,FTP-Patator,4
172.16.0.1,57782,FTP-Patator,4
172.16.0.1,57778,FTP-Patator,4
172.16.0.1,57774,FTP-Patator,4
172.16.0.1,57776,FTP-Patator,4
172.16.0.1,57764,FTP-Patator,4
172.16.0.1,57766,FTP-Patator,4
172.16.0.1,57768,FTP-Patator,4
172.16.0.1,57772,FTP-Patator,4
172.16.0.1,57770,FTP-Patator,4
172.16.0.1,57760,FTP-Patator,4
172.16.0.1,57762,FTP-Patator,4
172.16.0.1,57758,FTP-Patator,4
172.16.0.1,57756,FTP-Patator,4
172.16.0.1,57754,FTP-Patator,4
172.16.0.1,57748,FTP-Patator,4
172.16.0.1,57744,FTP-Patator,4
172.16.0.1,57746,FTP-Patator,4
172.16.0.1,57752,FTP-Patator,4
172.16.0.1,57750,FTP-Patator,4
172.16.0.1,57740,FTP-Patator,4
172.16.0.1,57742,FTP-Patator,4
172.16.0.1,57738,FTP-Patator,4
172.16.0.1,57736,FTP-Patator,4
172.16.0.1,57734,FTP-Patator,4
172.16.0.1,57730,FTP-Patator,4
172.16.0.1,57728,FTP-Patator,4
172.16.0.1,57732,FTP-Patator,4
172.16.0.1,57726,FTP-Patator,4
172.16.0.1,57724,FTP-Patator,4
172.16.0.1,57720,FTP-Patator,4
172.16.0.1,57722,FTP-Patator,4
172.16.0.1,57718,FTP-Patator,4
172.16.0.1,57716,FTP-Patator,4
172.16.0.1,57714,FTP-Patator,4
172.16.0.1,57704,FTP-Patator,4
172.16.0.1,57706,FTP-Patator,4
172.16.0.1,57712,FTP-Patator,4
172.16.0.1,57708,FTP-Patator,4
172.16.0.1,57710,FTP-Patator,4
172.16.0.1,57700,FTP-Patator,4
172.16.0.1,57702,FTP-Patator,4
172.16.0.1,57698,FTP-Patator,4
172.16.0.1,57696,FTP-Patator,4
172.16.0.1,57694,FTP-Patator,4
172.16.0.1,57686,FTP-Patator,4
172.16.0.1,57684,FTP-Patator,4
172.16.0.1,57692,FTP-Patator,4
172.16.0.1,57690,FTP-Patator,4
172.16.0.1,57688,FTP-Patator,4
172.16.0.1,57680,FTP-Patator,4
172.16.0.1,57682,FTP-Patator,4
172.16.0.1,57678,FTP-Patator,4
172.16.0.1,57676,FTP-Patator,4
172.16.0.1,57674,FTP-Patator,4
172.16.0.1,57660,FTP-Patator,4
172.16.0.1,57662,FTP-Patator,4
172.16.0.1,57668,FTP-Patator,4
172.16.0.1,57666,FTP-Patator,4
172.16.0.1,57670,FTP-Patator,4
172.16.0.1,57664,FTP-Patator,4
172.16.0.1,57672,FTP-Patator,4
172.16.0.1,57656,FTP-Patator,4
172.16.0.1,57652,FTP-Patator,4
172.16.0.1,57654,FTP-Patator,4
172.16.0.1,57650,FTP-Patator,4
172.16.0.1,57648,FTP-Patator,4
172.16.0.1,57646,FTP-Patator,4
172.16.0.1,57638,FTP-Patator,4
172.16.0.1,57640,FTP-Patator,4
172.16.0.1,57642,FTP-Patator,4
172.16.0.1,57644,FTP-Patator,4
172.16.0.1,57636,FTP-Patator,4
172.16.0.1,57634,FTP-Patator,4
172.16.0.1,57632,FTP-Patator,4
172.16.0.1,57618,FTP-Patator,4
172.16.0.1,57620,FTP-Patator,4
172.16.0.1,57622,FTP-Patator,4
172.16.0.1,57624,FTP-Patator,4
172.16.0.1,57630,FTP-Patator,4
172.16.0.1,57626,FTP-Patator,4
172.16.0.1,57628,FTP-Patator,4
172.16.0.1,57616,FTP-Patator,4
172.16.0.1,57614,FTP-Patator,4
172.16.0.1,57612,FTP-Patator,4
172.16.0.1,57602,FTP-Patator,4
172.16.0.1,57606,FTP-Patator,4
172.16.0.1,57610,FTP-Patator,4
172.16.0.1,57608,FTP-Patator,4
172.16.0.1,57604,FTP-Patator,4
172.16.0.1,57598,FTP-Patator,4
172.16.0.1,57600,FTP-Patator,4
172.16.0.1,57596,FTP-Patator,4
172.16.0.1,57592,FTP-Patator,4
172.16.0.1,57594,FTP-Patator,4
172.16.0.1,57586,FTP-Patator,4
172.16.0.1,57584,FTP-Patator,4
172.16.0.1,57582,FTP-Patator,4
172.16.0.1,57590,FTP-Patator,4
172.16.0.1,57588,FTP-Patator,4
172.16.0.1,57578,FTP-Patator,4
172.16.0.1,57580,FTP-Patator,4
172.16.0.1,57576,FTP-Patator,4
172.16.0.1,57572,FTP-Patator,4
172.16.0.1,57574,FTP-Patator,4
172.16.0.1,57558,FTP-Patator,4
172.16.0.1,57570,FTP-Patator,4
172.16.0.1,57568,FTP-Patator,4
172.16.0.1,57566,FTP-Patator,4
172.16.0.1,57564,FTP-Patator,4
172.16.0.1,57560,FTP-Patator,4
172.16.0.1,57562,FTP-Patator,4
172.16.0.1,57556,FTP-Patator,4
172.16.0.1,57552,FTP-Patator,4
172.16.0.1,57554,FTP-Patator,4
172.16.0.1,57536,FTP-Patator,4
172.16.0.1,57546,FTP-Patator,4
172.16.0.1,57542,FTP-Patator,4
172.16.0.1,57550,FTP-Patator,4
172.16.0.1,57540,FTP-Patator,4
172.16.0.1,57544,FTP-Patator,4
172.16.0.1,57548,FTP-Patator,4
172.16.0.1,57538,FTP-Patator,4
172.16.0.1,57532,FTP-Patator,4
172.16.0.1,57534,FTP-Patator,4
172.16.0.1,57530,FTP-Patator,4
172.16.0.1,57522,FTP-Patator,4
172.16.0.1,57518,FTP-Patator,4
172.16.0.1,57528,FTP-Patator,4
172.16.0.1,57526,FTP-Patator,4
172.16.0.1,57520,FTP-Patator,4
172.16.0.1,57516,FTP-Patator,4
172.16.0.1,57524,FTP-Patator,4
172.16.0.1,57514,FTP-Patator,4
172.16.0.1,57512,FTP-Patator,4
172.16.0.1,57504,FTP-Patator,4
172.16.0.1,57506,FTP-Patator,4
172.16.0.1,57502,FTP-Patator,4
172.16.0.1,57498,FTP-Patator,4
172.16.0.1,57500,FTP-Patator,4
172.16.0.1,57508,FTP-Patator,4
172.16.0.1,57510,FTP-Patator,4
172.16.0.1,57496,FTP-Patator,4
172.16.0.1,57492,FTP-Patator,4
172.16.0.1,57494,FTP-Patator,4
172.16.0.1,57486,FTP-Patator,4
172.16.0.1,57484,FTP-Patator,4
172.16.0.1,57480,FTP-Patator,4
172.16.0.1,57476,FTP-Patator,4
172.16.0.1,57488,FTP-Patator,4
172.16.0.1,57490,FTP-Patator,4
172.16.0.1,57478,FTP-Patator,4
172.16.0.1,57482,FTP-Patator,4
172.16.0.1,57472,FTP-Patator,4
